,node1,node2,node3,node4,node5
s1,0.2610267790959324,0.11552411925650087,0.15930916459569291,0.03845600761623565,0.00776341934581831
s2,0.28024320494314425,0.15606933351053418,0.14112086344905833,0.034154191709671176,0.0068288668254079185
s3,0.24132411864663383,0.10685004608359679,0.14747234757380473,0.03548051780734158,0.0072495278474475145
s4,0.3487506905167814,0.23344371663681798,0.1294295372648609,0.034068207131666015,0.006197144018293321
s5,0.3260461786124628,0.23472892920767308,0.10607299516077437,0.027487016916412355,0.004815614081575446
s6,0.352735744158148,0.2248124727977948,0.14073371331287846,0.03718961231106565,0.007061790638076079
s7,0.19490507108230862,0.1461611757171799,0.0480614304541662,0.01509528307428222,0.003211150942086489
s8,0.4705013684964836,0.324049249975369,0.17021481798935956,0.04250543090802375,0.008311542001316424
s9,0.3401816804729925,0.21657149948995008,0.1381660164757569,0.035528317674037635,0.006917461343262776
s10,0.4106518847962042,0.20256029155799968,0.23183338796104674,0.05708120436153977,0.010548739275217814
s11,0.35790963493603895,0.2037137914375151,0.17566904873943892,0.04151953132334213,0.009430232754431719
s12,0.38296850758630746,0.21321591795987077,0.18895522299878148,0.04669292034378711,0.00967188353305607
s13,0.22130591275526468,0.14619724674867277,0.08380510578409602,0.022141920494791186,0.004103019195958861
s14,0.2152233312761781,0.13053717611703036,0.09609118683061288,0.024032881246086123,0.004685763625784269
s15,0.0941048832036387,0.06453272021522893,0.03112813205744412,0.011231654557114813,0.0022916025057651427
s16,0.3327763155455964,0.2309346940085165,0.11608039771943852,0.0296894483965642,0.005952340708231428
s17,0.24058807383076633,0.21576191531758332,0.014070848358531184,0.010365842456726929,0.0021273936158895572
s18,0.3342397294459405,0.2202674310175309,0.13264312361271066,0.03263699589603335,0.006532519016317073
s19,0.2685848203830886,0.19903882611963086,0.07871869920826637,0.02048830597872762,0.004365702017584117
s20,0.1960727003849161,0.1852408240412068,0.025154086604599918,0.00755545633922369,0.0015231516669253788
s21,0.34054680089815886,0.23734219027270598,0.11782637118591957,0.030589612783380897,0.005814016370654334
s22,0.3199550286255985,0.23105109542455995,0.10061433506791788,0.02682698558158101,0.005014662416354592
s23,0.24941223262371537,0.11939833732085207,0.1436179437160954,0.03647093979256866,0.006081353778577141
s24,0.057134029973989774,0.05997803411651785,0.024618505907166213,0.0060644009606631724,0.0012648824568264518
s25,0.27382046239467506,0.17726284851697305,0.11027428958083918,0.02863526017098746,0.004964967665741948
s26,0.22280004196925654,0.18671771078649066,0.028388169918266096,0.01284526226795088,0.0028896807082136114
s27,0.21372955398218488,0.14047773704889355,0.0796208954134579,0.0217526045665333,0.004119436019409995
s28,0.27027586183671787,0.1272951470991278,0.15874713687887934,0.03931528785994954,0.0071146165257846145
s29,0.3063672594599763,0.1856056320991495,0.13782818229664617,0.03460583981262008,0.006532717622086466
s30,0.2029222209886489,0.12431604340572434,0.08811395245336676,0.0223381651185982,0.0045432873720546016
s31,0.18168858354388456,0.10957234316156715,0.08067287923186685,0.02040812221260814,0.004213120963993857
s32,0.4507542510154162,0.3414107822136052,0.12281315198886258,0.0337528521812288,0.0062356423118564075
s33,0.5096382370397958,0.28744466494167387,0.2525485975533733,0.06100316225465992,0.012941283610419513
s34,0.5143802254116172,0.33479747223244477,0.2108941125632161,0.051147243512205814,0.010617491154609601
s35,0.31535142684678014,0.1520382357281992,0.18058516207056524,0.04425542525026528,0.008990643642998503
s36,0.3498763259208723,0.2752880363202408,0.08173876122528097,0.02314856538014311,0.004464561038072382
s37,0.16600945173899284,0.13435634064386465,0.024269269839203918,0.012305737165505653,0.0024865222789952476
s38,0.37240294468800367,0.24579318367120412,0.13878698222910724,0.038172272660989555,0.0068552142934739406
s39,0.37025424392083084,0.23480202998450506,0.149966311240534,0.0406080740001469,0.00700983362862502
s40,0.2785522315951669,0.2576868624048999,0.014627715637028985,0.009031505914753319,0.001957948188972248
s41,0.27543799829360077,0.19723204128762983,0.0901864415313236,0.023308945641065434,0.004623468724174476
s42,0.3937260935440717,0.2188884047362753,0.20052086483616668,0.04864757824280831,0.009568392940693178
s43,0.3128669525651583,0.20145251752951066,0.12834904663734426,0.03240166462523284,0.006200819012551799
s44,0.26300949970628396,0.20583520163106372,0.061349977727786886,0.017475725514276005,0.0035244627914559246
s45,0.2560635390978126,0.189623096154121,0.0715253628639141,0.01987395831606467,0.0043808355747311225
s46,0.33611655636577586,0.17352763105205735,0.1813161150445092,0.04435821294421832,0.009311824314851776
s47,0.21458093268635645,0.09799815853593165,0.12960141768559277,0.031109471403625223,0.006399570053518638
s48,0.13657109526244574,0.07485669284273136,0.06649349744731022,0.017320738932470204,0.003357773534783255
s49,0.35563944023965566,0.23881960891312168,0.13910388943223442,0.033742578588781116,0.006844701731377911
s50,0.19672204608364938,0.12880335942198562,0.07995118011434159,0.019500988765983125,0.004048626027307085
s51,0.2651938829800298,0.18910037984010658,0.08856937714302494,0.022463493408569023,0.004604557718913109
s52,0.533270944498987,0.3555664528397414,0.20765764829886033,0.05287584600883156,0.009569980428935261
s53,0.25902849323651683,0.21023109542009222,0.049808244126195694,0.015352460612171374,0.0031038487748050268
s54,0.47453263001980583,0.36520116426141186,0.13177218438462338,0.0331948314376335,0.006622212550446256
s55,0.31143171334144776,0.14162208055209224,0.18891399419442909,0.04452471923189003,0.009982717055276513
s56,0.18218275509071627,0.10198856486104864,0.09223656992420974,0.022522693139190305,0.004379817232197526
s57,0.25743582702046663,0.17324084430445746,0.099215012596626,0.024372643639939767,0.005092665576275957
s58,0.30500511874623437,0.21731126553102473,0.10340705748361642,0.026121198525534576,0.005171873746765979
s59,0.25660609883041946,0.15688515004434125,0.11693282192518668,0.028618938395051186,0.005503266500022482
s60,0.248337564086972,0.17452709750012288,0.0889507865091864,0.021435070414896815,0.0045877322746727235
s61,0.4094104271767405,0.2011013176865739,0.23339584788012516,0.05856804068990331,0.010309729705464168
s62,0.2936195510904926,0.20833328971018128,0.09381762209967667,0.02620147681841233,0.004902768616712358
s63,0.2523306400474511,0.195729482816213,0.06718980791648654,0.016789247768191587,0.0037079304608115234
s64,0.34513978318128247,0.21127297050381202,0.15305470825657877,0.03940460507128417,0.007065285201886752
s65,0.5365431385455958,0.44385839972858726,0.11306663460957514,0.028523329388588873,0.0060835704913328546
s66,0.34548668664109583,0.21797120647155113,0.15057362794606527,0.03641191282053629,0.0074223569444738105
s67,0.24041765689807454,0.11959740589897153,0.13544618959858368,0.033937581980434665,0.006117853591114514
s68,0.31741497917253736,0.20082384099531286,0.13246955912879713,0.034379012883581785,0.006534506300726347
s69,0.06788860253028157,0.08240184137277,0.016426636846341217,0.005048346538146163,0.0009332229571925904
s70,0.1862838452772975,0.10230587755804488,0.09615222418557563,0.024233167733116668,0.0041950675294406894
s71,0.3082897396143866,0.25065293280390777,0.052628796890038056,0.018943743281590212,0.003459759082311184
s72,0.40170202709705605,0.30862741744098476,0.11222309368121498,0.028686626570453833,0.005499914662268583
s73,0.5030407512885893,0.4432360338993233,0.07591585408360117,0.019698542451794355,0.003470638278136202
s74,0.3751232134892357,0.23457423516969203,0.16312166041876142,0.040054949792993545,0.008562755774780452
s75,0.2361371711693841,0.12903711427411896,0.12126171991279923,0.02986612491003702,0.006251816510507069
s76,0.31226526007564903,0.15171176123973043,0.18119008830747144,0.04397931334845346,0.008705166765799443
s77,0.24578368666424555,0.1810955106956044,0.0779047031311439,0.0192956690890573,0.00412456379922306
s78,0.3468916186506843,0.27285167862648846,0.09194069287041838,0.023052881772189063,0.004334686047198845
s79,0.3890362102607975,0.28919028306605976,0.11824306831314142,0.030096627653520988,0.006257743317561557
s80,0.19613602063641422,0.11837678510643104,0.08947195219358199,0.022739335624192423,0.004214737299583657
s81,0.7686354365834852,0.4216913347401509,0.39592223447491026,0.09600587120853653,0.020710875476311227
s82,0.5708619721494329,0.29127133966405483,0.31856941441458875,0.0789944480732818,0.014124340552018454
s83,0.13031766028702418,0.10163851250472651,0.031843151838425884,0.011534814683780287,0.0019934766966278757
s84,0.30512605141949267,0.26021215122889874,0.04192758585803258,0.014783660642142468,0.00319553992338366
s85,0.3422997254525048,0.23608772284943452,0.12317849370090099,0.032111415203698986,0.006142477944506863
s86,0.3482050113879802,0.22391648232019462,0.1466197526182896,0.03666119589214292,0.006929547372400587
s87,0.4565021179323419,0.2858780625142898,0.20018334220846812,0.05013768028901214,0.009392782691771122
s88,0.4053801943083805,0.3108226721791793,0.11776224519079756,0.02846722287922611,0.0061430782746966185
s89,0.6467237469061172,0.46776966585542634,0.20650854613262684,0.055425229745010546,0.010407291818269715
s90,0.14889565305612823,0.08905561296122488,0.06673319221659008,0.017132422319504483,0.003447230702829745
s91,0.18866142708946654,0.11017114291197083,0.09209752492996577,0.022336311331075914,0.004427450008562262
s92,0.3045449442141516,0.24748605079021138,0.07148083459320244,0.017404917362781266,0.0038572655624909925
s93,0.3913063825576422,0.30860547908274794,0.10398476644921957,0.026199876298268105,0.004695670912848494
s94,0.35284344786061456,0.26655848777689034,0.10064479612437767,0.026889571327296698,0.005217061900170746
s95,0.34156217525168003,0.21553472501188606,0.15063773887013754,0.03612106103461234,0.007538447018450816
s96,0.47305549907827843,0.28528107962493343,0.21785137990827788,0.056746079003360206,0.009150341277132839
s97,0.26202037814303697,0.18317601892525634,0.09558407397805528,0.023881905800134696,0.004508307636329181
s98,0.3086120801681272,0.2291863915320161,0.09676199519156813,0.024136149112059385,0.004981887470561829
s99,0.32918647457573014,0.29167386396450073,0.03372214923771622,0.013205340608626432,0.002818337480541226
s100,0.3109436359227905,0.21981526792262812,0.11281907772419562,0.02820564032229044,0.004771334023933434
s101,0.11495566997565992,0.0790231285830226,0.039085816803404824,0.013068000470556878,0.0023370101291434694
s102,0.2483486965579203,0.16420280952253424,0.1020708719773532,0.0242663967374681,0.005288507191083813
s103,0.4934032615407504,0.3144341862245903,0.21409685684320412,0.05284358611657332,0.009963571960532621
s104,0.34018587413171786,0.2282782740622281,0.13631855861351402,0.033262881334033476,0.006390645790576476
s105,0.22510793144892263,0.22317469060180706,0.01818872889990552,0.006141298708113623,0.001185682761006036
s106,0.6337828587688141,0.41010088544781204,0.2697718190822801,0.0670230861523788,0.012027379377452862
s107,0.38571081334837864,0.28805158545981807,0.11717139426050947,0.030857765949354216,0.0055381933807998876
s108,0.5362102613580078,0.46355541147843515,0.09243479566262615,0.023013575182239912,0.0050647604464185425
s109,0.39178019084147486,0.2860768649161373,0.13071820873448053,0.0318167936977425,0.0065570870215816875
s110,0.3997786722507885,0.3162870074203413,0.09869189707907479,0.02659575183712651,0.005148291784445562
s111,0.2166797075335808,0.18259504769499338,0.037701871513324825,0.012712671189602967,0.002258029592173761
s112,0.23441843277925867,0.1446354642452036,0.1047665924344392,0.026534481836557173,0.005079393587590352
s113,0.3586793103782066,0.32726842879549745,0.027203999297219103,0.011834391649714468,0.0024924361069860144
s114,0.2917344999750369,0.21294954784737227,0.09215179275609447,0.025499768858629344,0.0041176953729602835
s115,0.31287246650335215,0.2022678048584906,0.1285551107657608,0.03299512848385776,0.006577724461608553
s116,0.2987342300923372,0.24539751168709437,0.06301012619528942,0.017359690665347982,0.003174546231152041
s117,0.11562452503929672,0.08667308755749412,0.030251715376535447,0.011708081935813346,0.002270980577815822
s118,0.564633818255433,0.4096788457309728,0.19098090225330427,0.04838212150037982,0.008714625538473034
s119,0.18695770186541621,0.09500618556968578,0.10554972257841627,0.026529031427286492,0.0045061670638574525
s120,0.3866540736798262,0.32985572497225285,0.06325283336700772,0.01843449142446138,0.0038743058993392617
