,node1,node2,node3,node4,node5
s1,0.3310203028104617,0.18081128496480614,0.1675293107505891,0.04225545819809761,0.007639353596832507
s2,0.2555013940790313,0.17145702408334385,0.08923814282814958,0.024587439150103647,0.004973536183128058
s3,0.18738224744195414,0.11436801701499341,0.08273372166840225,0.021239799138280727,0.003641407809957016
s4,0.3008005287958494,0.1809174983113252,0.1351880680557874,0.03395339970317127,0.006497016666027462
s5,0.2588979455681981,0.14552890407156255,0.12626192145934972,0.03141202400633628,0.006251830244865908
s6,0.3810410784456171,0.28104906415442427,0.11867849028538573,0.02968991722594862,0.005648784334060832
s7,0.4133360757681377,0.29346078182055,0.13803759658125522,0.03506453274532117,0.006957507333812759
s8,0.14885081694104704,0.08959099862604374,0.06507268229363335,0.017090358052085856,0.0029549923983276665
s9,0.30072155859676847,0.1638433928567002,0.15156918065017808,0.03883642388667968,0.006864960919800732
s10,0.2745162981795479,0.21588338994628975,0.06499102480108479,0.017550438610849137,0.0035915966443150755
s11,0.246881521536684,0.20746941169590127,0.029313344561583462,0.013697741196409862,0.0027926167525002222
s12,0.3612743850008428,0.20980501532707296,0.16862732880962877,0.04246921756335414,0.008585127363146714
s13,0.45970138068346583,0.3162473490342488,0.16775199805810956,0.042121638710084064,0.007843178134650958
s14,0.20841201293092707,0.17663608406738085,0.03278147002324721,0.011710849184887838,0.0021308973349977215
s15,0.24975934788674303,0.1845211958493219,0.06994606644172881,0.019612438633345785,0.003920085390177029
s16,0.27757693383811477,0.15949436976485365,0.13056572148269863,0.03361558696752409,0.0063373474630059965
s17,0.28115937485809994,0.17508226302892485,0.11967352049304157,0.030733047937196174,0.005647178847417855
s18,0.17209673430913738,0.11958821394640629,0.05683460657300627,0.01592969360364362,0.0028554321893983687
s19,0.24233736644502996,0.11832667995192593,0.1381717256450065,0.033872445286694725,0.006421497451331795
s20,0.18772216939793615,0.1525585508218409,0.027154553167392733,0.013114494907395004,0.002492948359295582
s21,0.2652133392242579,0.186941180550514,0.08327257456359097,0.02320742641404401,0.004881263150864268
s22,0.20953307612314676,0.11031329452735951,0.1106161321182454,0.027140101950518646,0.0054972858918305645
s23,0.33558286687987354,0.19351647836718164,0.15782958031103292,0.03988582456413529,0.00810340746841603
s24,0.14351133584043388,0.11626761038698692,0.019259289274009474,0.011442501864050969,0.0020609708772880487
s25,0.24879524855596413,0.12823717626474385,0.13456653286569628,0.03223153167108789,0.007206462107314631
s26,0.21858283669996506,0.1450557603607391,0.08149439206730301,0.021701124397660736,0.004128652313493531
s27,0.20467224714829632,0.12879596151204567,0.08466187835479508,0.021609215614052567,0.004479115000048287
s28,0.3736823894585308,0.18913959838026626,0.20613979444517758,0.049582660363683716,0.01066579442521057
s29,0.13483034075177697,0.10338011657088932,0.028613322594945905,0.012009967123393982,0.0024892031150520947
s30,0.44391958435958,0.2492004320598693,0.22044008439751325,0.054242702934365575,0.010774499522670084
s31,0.2589624912032955,0.13297044090969665,0.1406038932891865,0.03430791548024079,0.007078442251016607
s32,0.2978325595775211,0.140813758465167,0.17405391549188023,0.041972159308673575,0.008818138398568797
s33,0.2845227414062624,0.21225934519199843,0.08700796549165149,0.02169550264065883,0.004167755418302436
s34,0.23027870721301796,0.1365241274867447,0.10831464652105646,0.025738486588407987,0.0056743030855691875
s35,0.3207555665996777,0.16046983830179065,0.17967700089295108,0.043193508580947365,0.009032675562814195
s36,0.3117399921773611,0.20716305489727366,0.12375135328165746,0.02986165003345715,0.006173136155838899
s37,0.21317245941808824,0.10589787089601277,0.1186669659482951,0.028938683615402156,0.006159313880431824
s38,0.4323126746007293,0.26220900829318833,0.19183425461558873,0.04821396521643347,0.00997002808714359
s39,0.4119224987859485,0.1870694173644694,0.24838689154672167,0.06151194910797491,0.011190058196541576
s40,0.1955289606452967,0.11425726236120703,0.0914672332956979,0.02229235500151706,0.005137051861202809
s41,0.15633174875284137,0.11582536914807666,0.037901457182204924,0.014236856625358682,0.002543471930038539
s42,0.20828678459652242,0.11738343398272261,0.1044634174423823,0.02506222274457392,0.005266243248315697
s43,0.23384730753653224,0.1753032886675651,0.06572661966949161,0.017832288836798438,0.0034127172212136255
s44,0.3468506480434295,0.16451271017708222,0.2034200432492104,0.05086645359380399,0.008722896927912864
s45,0.22757104403684666,0.19899906922320093,0.027001470804388215,0.010970316635533977,0.002284370049206744
s46,0.18479991219080324,0.12240911464499327,0.07279596885877532,0.01804744244810768,0.0036048625509260556
s47,0.14118824451193698,0.11489383106619133,0.021925705531165657,0.011169194585253893,0.0019815584187137065
s48,0.1480050333528004,0.13090380948366326,0.013392111237443933,0.009054378486508653,0.0017344229455957408
s49,0.4015827631746046,0.2952181894628514,0.12602053927447252,0.03161168480304837,0.006462724225046414
s50,0.26382767344893854,0.1330316289467011,0.14778223009774313,0.03666587447709555,0.006515514947324542
s51,0.3602400629626795,0.1744463013669363,0.2066889717577181,0.05075810839022265,0.01007680252074386
s52,0.45824043505407086,0.24922468699004763,0.2339921375309156,0.05988889712987969,0.010632611497896478
s53,0.42141472120792395,0.277767704405537,0.16060027769991345,0.04176526912372147,0.00880191026648118
s54,0.28402194882356363,0.18795811159491818,0.10956478058451401,0.028737829080891585,0.0052233122300281085
s55,0.2449272329427625,0.1312701430237835,0.12709334908149142,0.03117510212516355,0.0067118116561347045
s56,0.4225745778529253,0.25291250752425826,0.1975693139387345,0.04795311072880344,0.009545103614639606
s57,0.3715660709587072,0.21832716246609496,0.17820519631002726,0.04305493578467152,0.008781814612982625
s58,0.6597720199869498,0.3917521171144171,0.3130029081610346,0.07676926623272401,0.014367100454113834
s59,0.5142858632674209,0.30286964784817,0.24625857062338213,0.06164592753490947,0.010557726174580739
s60,0.411353782545566,0.2438032478662069,0.18820653074998775,0.04833680888304624,0.009316817386508098
s61,0.3868779382723249,0.218820987708381,0.19099283602435635,0.047088967674926485,0.009668339430528607
s62,0.33929162590602746,0.23620068449846274,0.11475140221517972,0.030480477619422075,0.006591182975049107
s63,0.29477427602053724,0.21011009955581184,0.09748307175636023,0.02553000262747365,0.005010170337534385
s64,0.20936578273954587,0.1371064064993461,0.08307922417675392,0.020756616930360586,0.004507981055958461
s65,0.25708284908616685,0.13876615268270248,0.1352951517840176,0.03282774344849122,0.006558413062858921
s66,0.2289562808511308,0.15564984270136295,0.08516106618369813,0.02214886646234491,0.004002745318160434
s67,0.3123142923485401,0.2319892481006032,0.0979968216510074,0.024334352332296066,0.004722124063184373
s68,0.24793994490321405,0.18145309781075014,0.07916508007716713,0.020014818357201355,0.003985162659054005
s69,0.47222403229181303,0.2826256144120542,0.2180290011520893,0.05446198973506187,0.010677836332386547
s70,0.3619241579503746,0.18911484043990603,0.1967279044041892,0.0487754613899772,0.00893422846365833
s71,0.18149025565953253,0.1411075351826417,0.0435993154121735,0.013817467833944929,0.0025587636600400638
s72,0.35271871623626055,0.1931277861493988,0.18383068233159383,0.045068709356466806,0.008496618134939416
s73,0.26162053076324177,0.12151941101587578,0.15663185849991906,0.03713858802061742,0.008238951155494572
s74,0.2642642494878708,0.1674910884164594,0.11478223083388184,0.027574376910084113,0.005848860391251112
s75,0.24061249440411384,0.21573788500074506,0.019541246800496254,0.010252493352845187,0.0022438276711091096
s76,0.2834778967920432,0.14199300979755122,0.16079724146253477,0.040175162707389564,0.006849176949792915
s77,0.37108201474848596,0.20040614285459543,0.19608092151227777,0.04772186881788566,0.009376942480443467
s78,0.5384224398482458,0.4009373506261106,0.15894974239012039,0.042488224159373526,0.008110224832315018
s79,0.24010905932952756,0.1329482127094184,0.12368834945008218,0.02920417138356309,0.006642344692656985
s80,0.3759283642799103,0.2363587437856237,0.16170915112352455,0.040595459293444235,0.00816165524461776
s81,0.47279986071034585,0.28063030998910743,0.2252744650825731,0.056992779998747835,0.009338671851506004
s82,0.2381085841790128,0.17008339807204678,0.08285022111313306,0.020805622813705557,0.003747843189381929
s83,0.4143822755613779,0.21573536250199762,0.2266304854714764,0.055909165696029536,0.010409008868869944
s84,0.37568302426947536,0.26915571693277124,0.12663802090244394,0.03308019401508093,0.005729397708400926
s85,0.22020007755922202,0.1321099979324548,0.10381231604967878,0.026221672641300105,0.004291523535151141
s86,0.33225574421950366,0.2648227638310275,0.07755657668575212,0.02183848633765761,0.003857941421603961
s87,0.3464035170768053,0.2556420452471057,0.10083568943501091,0.028694679080748704,0.005271180470173531
s88,0.27940531524801526,0.16953829263099024,0.12630394948146323,0.03217145530600723,0.00608033792621399
s89,0.39831286436800784,0.31393174113122874,0.09733492651547018,0.02631953453718215,0.0054730865449962906
s90,0.3600210341685406,0.19879375666699695,0.1844041543295825,0.04552038593894468,0.009190000694987127
s91,0.34934422782149804,0.21602316477220848,0.15851966366833906,0.03892143080679856,0.0073452711175700305
s92,0.44282744291921966,0.33363518805011605,0.12849809063320833,0.033399049630951465,0.007013671553194767
s93,0.29122526022397355,0.1921492794573999,0.1195540905237786,0.029265832932097145,0.0056015952211272285
s94,0.2558639739694045,0.18481268710804105,0.08519214190253026,0.021943127959843857,0.004013361950854604
s95,0.22349385600798033,0.17527087970622168,0.05393803660910653,0.015548993151403496,0.0028732213098420466
s96,0.28162206244824584,0.23511393872456363,0.03806811961505203,0.01601265099947321,0.003081850525074536
s97,0.3181721953604948,0.16903562147755694,0.17211498003576708,0.042605341369502565,0.007632049397106035
s98,0.40562587908293424,0.2672167858762671,0.16339615290819162,0.04173571931643474,0.007627973025933599
s99,0.3243441828767082,0.21177541369635328,0.13033869132823914,0.03334971140595104,0.0066942024653912436
s100,0.26407511075150797,0.19872093256559248,0.07492205790889611,0.020111752266369794,0.004267962559270759
s101,0.2905510339138125,0.1867730486059794,0.12208893892381519,0.030402127707665306,0.006123708170850922
s102,0.3157371672274684,0.23341121667368556,0.09762805933050628,0.024892954318157696,0.005355433547230284
s103,0.34371435222444735,0.1895627132607878,0.17837414001731314,0.043255824392692196,0.008983769049364543
s104,0.21805538122316803,0.12529480094817258,0.1078138476805156,0.02637556338042836,0.0053026823642372415
s105,0.25724434328323403,0.15575357117552496,0.11892401979958235,0.029964905772197285,0.005477977140839745
s106,0.33328444517262024,0.23070232522782377,0.12445589697336103,0.03110744687973299,0.00584932566004143
s107,0.5134271065661967,0.28177982280402203,0.2695646939630335,0.06657534990889366,0.012096374255252604
s108,0.19607605605239586,0.18806937423304718,0.02515377015091729,0.007381938626701503,0.0013981252098942956
s109,0.1762908841737129,0.1488774998453344,0.024082662256429674,0.011390683661824722,0.002347692456234566
s110,0.29167872322922916,0.18097322549973185,0.1299619269343919,0.03264107485564241,0.0062742451905829005
s111,0.286625880122818,0.19478244460252306,0.10823129316057954,0.027358682866887682,0.005730089094713365
s112,0.38186903989960025,0.2516815926057908,0.1530970070057637,0.04018611908902033,0.0068361943356888425
s113,0.26553620063295047,0.18828674354261823,0.09425030657212013,0.024164911163783,0.004118750857986563
s114,0.5160898768730171,0.36963642911073985,0.18046797563399558,0.04483684341984509,0.00850475334443491
s115,0.31764721224185427,0.23976932278980376,0.09767773266294512,0.023758927443647052,0.0049349506286611115
s116,0.389593264315602,0.29041609848364536,0.12312344712332395,0.030943400160933054,0.005773006520142859
s117,0.37735493517736673,0.32742714559765423,0.05761788880843696,0.016325608590653823,0.0031975636837124786
s118,0.26462052619601656,0.20444547847982694,0.0755720483000942,0.01856787858500368,0.0038162423138622848
