"from_symbol","to_symbol","combined_score"
"IFNG","IL13",0.961
"IFNG","IRF8",0.859
"IFNG","GZMA",0.841
"IFNG","IRAK1",0.745
"IFNG","IDO1",0.93
"IFNG","ICAM1",0.902
"IFNG","CXCR3",0.914
"IFNG","MAPK14",0.769
"IFNG","CASP3",0.825
"IFNG","CD68",0.811
"IFNG","IRF9",0.75
"IFNG","IL1A",0.971
"IFNG","IL18",0.949
"IFNG","CCR2",0.837
"IFNG","JAK2",0.998
"IFNG","STAT1",0.986
"IFNG","IL13RA1",0.86
"IFNG","GBP2",0.721
"IFNG","MX1",0.792
"IFNG","KLRB1",0.826
"IFNG","PDCD1",0.915
"IFNG","IL1B",0.998
"IFNG","MMP1",0.706
"IFNG","STAT3",0.907
"IFNG","APOE",0.838
"IFNG","CD27",0.86
"IFNG","SPP1",0.752
"IFNG","TP53",0.834
"IFNG","CXCL10",0.959
"IFNG","JUN",0.711
"IFNG","RUNX1",0.893
"IFNG","IFNA2",0.968
"IFNG","EGF",0.781
"IFNG","CXCL9",0.948
"IFNG","ARG1",0.801
"IFNG","IL4",0.99
"IFNG","IL6",0.983
"IFNG","ZAP70",0.752
"IFNG","IFNA10",0.781
"IFNG","CXCL11",0.835
"IFNG","PDGFRB",0.797
"IFNG","CXCR5",0.802
"IFNG","SOCS3",0.886
"IFNG","TLR2",0.918
"NUP107","GOT2",0.761
"NUP107","NUP54",0.998
"NUP107","TPR",0.972
"NUP107","UBE2I",0.782
"NUP107","SEH1L",0.999
"NUP107","NUP155",0.999
"NUP107","TNPO1",0.758
"NUP107","BUB1B",0.71
"NUP107","RANBP2",0.998
"NUP107","NUP93",0.999
"NUP107","NUP50",0.975
"NUP107","NUP160",0.999
"NUP107","SEC13",0.999
"NUP107","NUP133",0.999
"NUP107","NUP43",0.999
"NUP107","SUMO1",0.729
"NUP107","NUP98",0.999
"NUP107","BUB3",0.742
"NUP107","AHCTF1",0.999
"CNOT2","EIF4G1",0.712
"CNOT2","MTREX",0.875
"CNOT2","CPEB3",0.906
"CNOT2","EXOSC4",0.891
"CNOT2","EXOSC7",0.87
"CNOT2","TOB1",0.978
"CNOT2","CNOT7",0.999
"KRR1","DNTTIP2",0.996
"KRR1","RSL24D1",0.883
"KRR1","POLR1D",0.752
"KRR1","PDCD11",0.999
"KRR1","UTP11",0.999
"KRR1","CEBPZ",0.9
"KRR1","RPS3",0.975
"KRR1","UTP20",0.999
"KRR1","TSR1",0.754
"KRR1","FTSJ3",0.773
"KRR1","RRP7A",0.999
"KRR1","RCL1",0.997
"KRR1","GTPBP4",0.771
"KRR1","NOC3L",0.786
"KRR1","GRWD1",0.871
"KRR1","SNU13",0.995
"KRR1","RPS14",0.997
"KRR1","WDR12",0.87
"KRR1","BRIX1",0.941
"KRR1","RPS23",0.993
"KRR1","UTP3",0.999
"KRR1","RRP9",0.999
"KRR1","RPS9",0.998
"KRR1","ARL6IP1",0.753
"KRR1","RRP1B",0.886
"KRR1","WDR3",0.999
"KRR1","FCF1",0.999
"KRR1","MRPS7",0.865
"KRR1","NOL7",0.81
"KRR1","MRPS15",0.79
"KRR1","NAT10",0.997
"KRR1","IMP4",0.998
"KRR1","EIF2S1",0.866
"KRR1","BUD23",0.813
"KRR1","NOC2L",0.857
"KRR1","RPS4Y1",0.773
"KRR1","RIOK2",0.996
"KRR1","EXOSC10",0.741
"KRR1","GNL3",0.852
"KRR1","RPS11",0.99
"KRR1","MRNIP",0.844
"KRR1","NHP2",0.865
"KRR1","RPF1",0.902
"KRR1","NOL10",0.999
"KRR1","GNL3L",0.707
"KRR1","DOCK4",0.717
"KRR1","MPHOSPH10",0.999
"KRR1","NOL6",0.998
"KRR1","HEATR1",0.998
"KRR1","RPS6",0.997
"KRR1","RPS2",0.916
"KRR1","EXOSC8",0.833
"KRR1","EBNA1BP2",0.935
"KRR1","GNL2",0.762
"KRR1","MTREX",0.901
"KRR1","NIP7",0.938
"KRR1","RRP15",0.927
"KRR1","RPL4",0.89
"KRR1","PNO1",0.985
"KRR1","RPS4X",0.96
"KRR1","UTP6",0.999
"KRR1","NOP53",0.845
"KRR1","TMA16",0.778
"KRR1","DDX47",0.959
"KRR1","RPS19",0.71
"KRR1","EXOSC4",0.791
"KRR1","DHX15",0.744
"KRR1","NGDN",0.999
"KRR1","MAK16",0.932
"KRR1","RPS16",0.988
"KRR1","DDX18",0.992
"KRR1","EXOSC7",0.758
"KRR1","BYSL",0.999
"KRR1","RRS1",0.961
"KRR1","IMP3",0.999
"KRR1","MRPS12",0.829
"KRR1","RPS27L",0.879
"KRR1","NOL11",0.965
"KRR1","MRTO4",0.971
"KRR1","MRPS11",0.787
"KRR1","UTP14A",0.996
"KRR1","NOC4L",0.999
"GNB3","GNGT1",0.999
"GNB3","PLCB1",0.947
"GNB3","MAPK3",0.743
"GNB3","CCR5",0.913
"GNB3","ADCY1",0.708
"GNB3","RHO",0.832
"GNB3","ADCY8",0.715
"GNB3","MAPK11",0.748
"GNB3","KCNJ3",0.741
"GNB3","ACE",0.779
"GNB3","PRKACA",0.723
"GNB3","GNG3",0.998
"GNB3","RAC2",0.7
"GNB3","GNAQ",0.861
"GNB3","GNG11",0.998
"GNB3","GNB1",0.9
"GNB3","PRKACG",0.728
"GNB3","PLCB2",0.979
"GNB3","PDE1B",0.915
"GNB3","MAPK14",0.737
"GNB3","ADRB2",0.703
"GNB3","ADCY10",0.734
"GNB3","PTGER2",0.751
"GNB3","CACNA1F",0.746
"GNB3","GNB5",0.732
"GNB3","CACNA1D",0.716
"CHPT1","PLAAT3",0.919
"CHPT1","LPCAT4",0.933
"CHPT1","LCAT",0.931
"CHPT1","LPCAT3",0.958
"CHPT1","LPCAT1",0.958
"CHPT1","PLA2G7",0.929
"CHPT1","PLD2",0.944
"CHPT1","PLPP2",0.958
"USP5","USP7",0.852
"USP5","USP39",0.772
"USP5","CACNA1H",0.88
"USP5","UBA52",0.97
"TPI1","HSP90AA1",0.7
"TPI1","ATP5F1C",0.776
"TPI1","HSPE1",0.761
"TPI1","GOT2",0.77
"TPI1","PKLR",0.874
"TPI1","TKFC",0.992
"TPI1","PKM",0.963
"TPI1","EEF2",0.733
"TPI1","ACO1",0.724
"TPI1","PARP8",0.752
"TPI1","CS",0.742
"TPI1","MDH2",0.856
"TPI1","GK",0.701
"TPI1","PGD",0.787
"APOBEC1","SYNCRIP",0.772
"APOBEC1","APOB",0.963
"GOLT1B","UMPS",0.957
"CMAS","SLC35A1",0.712
"HCFC2","CREB3",0.924
"HCFC2","RBBP5",0.955
"CLEC4A","TLR2",0.711
"CLEC4A","LY75",0.877
"CLEC4A","TLR8",0.717
"AICDA","PRKDC",0.701
"AICDA","COX5A",0.819
"AICDA","PAX5",0.876
"AICDA","IL4",0.725
"AICDA","CD27",0.728
"AICDA","UQCRFS1",0.761
"AICDA","COX5B",0.736
"AICDA","CYC1",0.801
"AICDA","CD19",0.788
"AICDA","COX7C",0.786
"AICDA","UQCR10",0.708
"AICDA","CD40",0.805
"RAB35","PODXL",0.809
"SRSF9","SRSF4",0.854
"SRSF9","NCBP2",0.865
"SRSF9","PCBP2",0.704
"SRSF9","NCBP1",0.875
"SRSF9","MAGOHB",0.715
"SRSF9","SNRNP70",0.751
"SRSF9","SRSF2",0.98
"SRSF9","YBX1",0.885
"SRSF9","NXF3",0.706
"SRSF9","HNRNPA1",0.91
"SRSF9","DHX38",0.815
"SRSF9","SRSF1",0.984
"SRSF9","SRRM1",0.78
"KLRB1","CD19",0.747
"KLRB1","CD8A",0.891
"KLRB1","CCR7",0.805
"KLRB1","IL18R1",0.708
"KLRB1","CCRL2",0.881
"KLRB1","GZMK",0.931
"KLRB1","IL7R",0.861
"KLRB1","TRAT1",0.705
"KLRB1","GZMA",0.944
"KLRB1","CD3D",0.815
"KLRB1","CD27",0.712
"ASF1A","NASP",0.995
"ASF1A","MCM4",0.899
"ASF1A","SNU13",0.793
"ASF1A","HAT1",0.945
"ASF1A","H2AZ1",0.781
"ASF1A","HIRA",0.999
"ASF1A","H3-4",0.997
"ASF1A","H3-3B",0.999
"ASF1A","MCM2",0.992
"ASF1A","MCM6",0.9
"ASF1A","ASF1B",0.871
"ASF1A","SRSF1",0.897
"ASF1A","RBBP7",0.935
"ASF1A","RBBP4",0.929
"ASF1A","H4C2",0.972
"ASF1A","MCM7",0.879
"ASF1A","H4C6",0.996
"SLC44A4","CD80",0.927
"FBXO5","MAD2L1",0.838
"FBXO5","GMNN",0.867
"FBXO5","TK1",0.766
"FBXO5","SKP1",0.997
"FBXO5","CCNA1",0.763
"FBXO5","ANAPC2",0.989
"FBXO5","CUL1",0.985
"FBXO5","PLK1",0.978
"FBXO5","BUB1B",0.739
"FBXO5","MRPS16",0.719
"FBXO5","PTTG1",0.739
"FBXO5","CHEK1",0.779
"FBXO5","CDC16",0.984
"FBXO5","CCNB1",0.88
"FBXO5","MRPL17",0.707
"FBXO5","ANAPC5",0.977
"FANCE","IFI35",0.911
"FANCE","RPS14",0.931
"FANCE","WRN",0.752
"FANCE","RPL12",0.954
"FANCE","MRPL20",0.969
"FANCE","RPS23",0.978
"FANCE","EPRS1",0.851
"FANCE","RPL13A",0.932
"FANCE","RPL10L",0.932
"FANCE","RPL38",0.954
"FANCE","ATP5F1A",0.835
"FANCE","ARL6IP1",0.854
"FANCE","HMGN4",0.805
"FANCE","RPS9",0.98
"FANCE","MTIF2",0.826
"FANCE","RSL24D1",0.864
"FANCE","EFL1",0.806
"FANCE","RPL27",0.976
"FANCE","RPL22",0.87
"FANCE","PDCD11",0.926
"FANCE","RPL3L",0.929
"FANCE","RPS3",0.981
"FANCE","MRPL24",0.836
"FANCE","MRPL16",0.778
"FANCE","EIF5A",0.804
"FANCE","HSPBP1",0.773
"FANCE","CENPS",0.999
"FANCE","MRNIP",0.921
"FANCE","RPS11",0.982
"FANCE","RPS4Y1",0.863
"FANCE","MRPL19",0.971
"FANCE","RPL37",0.963
"FANCE","GUF1",0.717
"FANCE","NHP2",0.741
"FANCE","RPL3",0.929
"FANCE","MRPL9",0.97
"FANCE","DOCK4",0.899
"FANCE","EIF5B",0.868
"FANCE","TSFM",0.735
"FANCE","EEF2",0.932
"FANCE","HMGN1",0.798
"FANCE","MRPS15",0.838
"FANCE","MRPS7",0.857
"FANCE","RPL36AL",0.826
"FANCE","SEC61A2",0.87
"FANCE","MRPS14",0.837
"FANCE","RPL14",0.974
"FANCE","RPL39L",0.908
"FANCE","RSAD1",0.916
"FANCE","SEC61A1",0.87
"FANCE","CHEK1",0.785
"FANCE","EIF5A2",0.802
"FANCE","RPL30",0.979
"FANCE","MRPL33",0.955
"FANCE","RPLP1",0.97
"FANCE","RPS4X",0.863
"FANCE","NOP53",0.753
"FANCE","RPL4",0.981
"FANCE","RPL8",0.978
"FANCE","MRPL12",0.953
"FANCE","EIF6",0.783
"FANCE","MED1",0.932
"FANCE","BRCA1",0.92
"FANCE","UBA52",0.979
"FANCE","RPS6",0.976
"FANCE","RPL37A",0.957
"FANCE","RPL24",0.978
"FANCE","RPS2",0.978
"FANCE","MRPL17",0.971
"FANCE","IMP3",0.887
"FANCE","RPS21",0.974
"FANCE","MRPL11",0.777
"FANCE","TUFM",0.971
"FANCE","RPS27L",0.916
"FANCE","MRPS12",0.889
"FANCE","MRPS11",0.834
"FANCE","MRTO4",0.89
"FANCE","MRPL4",0.838
"FANCE","MRPL2",0.84
"FANCE","RPL13",0.978
"FANCE","BARD1",0.791
"FANCE","RPL15",0.976
"FANCE","FANCI",0.999
"FANCE","BRCA2",0.899
"FANCE","MRPS16",0.969
"FANCE","RPS19",0.976
"FANCE","PALB2",0.884
"FANCE","RPL23",0.981
"FANCE","ATP5F1C",0.763
"FANCE","MRPL3",0.837
"FANCE","RPL10",0.932
"FANCE","SIL1",0.773
"FANCE","RPL5",0.983
"FANCE","RPS16",0.976
"TULP1","PRPF31",0.742
"MAPK14","ESR2",0.921
"MAPK14","STAT1",0.783
"MAPK14","IL1B",0.782
"MAPK14","MED1",0.929
"MAPK14","CARD9",0.939
"MAPK14","CASP3",0.817
"MAPK14","ATM",0.722
"MAPK14","GNB5",0.737
"MAPK14","PGR",0.92
"MAPK14","MAP2K2",0.951
"MAPK14","CDC25C",0.952
"MAPK14","CEBPB",0.961
"MAPK14","JUN",0.992
"MAPK14","TP53",0.994
"MAPK14","EP300",0.741
"MAPK14","STAT3",0.718
"MAPK14","SRC",0.818
"MAPK14","IL6",0.848
"MAPK14","MAP2K6",0.997
"MAPK14","ZAP70",0.951
"MAPK14","PTK2",0.941
"MAPK14","EGFR",0.799
"MAPK14","MAP2K1",0.97
"MAPK14","FOXO3",0.949
"MAPK14","MAP3K7",0.939
"MAPK14","FYN",0.749
"MAPK14","RB1",0.811
"MAPK14","MAPK3",0.989
"MAPK14","GNB1",0.76
"MAPK14","SP1",0.948
"MAPK14","CDC25B",0.951
"MAPK14","TLR4",0.762
"MAPK14","KRAS",0.807
"MAPK14","CARM1",0.919
"MAPK14","MAP3K5",0.936
"STK38","CDC14A",0.702
"HLA-DOA","BRD3",0.825
"GPLD1","PLPP2",0.761
"GPLD1","ALPL",0.774
"GPLD1","PLD2",0.842
"GMNN","ORC3",0.763
"GMNN","ORC1",0.734
"GMNN","MCM4",0.838
"GMNN","MCM10",0.768
"GMNN","CDK2",0.797
"GMNN","CDT1",0.999
"GMNN","MCM2",0.739
"GMNN","MCM6",0.951
"GMNN","CKS2",0.787
"GMNN","MCM7",0.729
"SNX3","SNX4",0.722
"SNX3","RAB7A",0.874
"SNX3","VPS35",0.999
"FIG4","PIKFYVE",0.999
"FIG4","TARDBP",0.835
"FIG4","SQSTM1",0.755
"FIG4","DCTN1",0.775
"FIG4","PIK3C3",0.951
"BYSL","HEATR1",0.998
"BYSL","DHX8",0.894
"BYSL","RPS2",0.998
"BYSL","RPS6",0.999
"BYSL","MTREX",0.985
"BYSL","EBNA1BP2",0.926
"BYSL","GNL2",0.912
"BYSL","EXOSC8",0.842
"BYSL","RPL4",0.86
"BYSL","PNO1",0.999
"BYSL","RPS4X",0.983
"BYSL","UTP6",0.999
"BYSL","NOP53",0.883
"BYSL","POLR1E",0.866
"BYSL","PA2G4",0.707
"BYSL","NIP7",0.952
"BYSL","DHX15",0.969
"BYSL","EXOSC4",0.864
"BYSL","RPS19",0.994
"BYSL","DDX47",0.77
"BYSL","CSNK1E",0.931
"BYSL","EXOSC7",0.858
"BYSL","DDX18",0.963
"BYSL","RPL10",0.848
"BYSL","RPS16",0.997
"BYSL","MAK16",0.938
"BYSL","NGDN",0.998
"BYSL","NOL11",0.847
"BYSL","MRPS12",0.784
"BYSL","RPS27L",0.903
"BYSL","RRS1",0.945
"BYSL","IMP3",0.997
"BYSL","RPS21",0.992
"BYSL","NOC4L",0.999
"BYSL","MRTO4",0.954
"BYSL","MRPS11",0.779
"BYSL","UTP14A",0.997
"BYSL","MRPL4",0.741
"BYSL","POLR1B",0.856
"BYSL","PDCD11",0.998
"BYSL","RSL24D1",0.913
"BYSL","DNTTIP2",0.994
"BYSL","TSR1",0.999
"BYSL","UTP20",0.998
"BYSL","RPS3",0.998
"BYSL","CSNK1D",0.955
"BYSL","UTP11",0.998
"BYSL","CEBPZ",0.912
"BYSL","SNU13",0.992
"BYSL","WDR12",0.88
"BYSL","RPS14",0.996
"BYSL","GRWD1",0.958
"BYSL","NOC3L",0.841
"BYSL","GTPBP4",0.919
"BYSL","FTSJ3",0.949
"BYSL","RRP7A",0.998
"BYSL","RCL1",0.999
"BYSL","ARL6IP1",0.772
"BYSL","RPS9",0.998
"BYSL","UTP3",0.999
"BYSL","RPS23",0.984
"BYSL","RRP9",0.999
"BYSL","RPL10L",0.843
"BYSL","BRIX1",0.947
"BYSL","FCF1",0.996
"BYSL","WDR3",0.999
"BYSL","RRP1B",0.877
"BYSL","BUD23",0.985
"BYSL","NAT10",0.999
"BYSL","IMP4",0.999
"BYSL","NOL7",0.807
"BYSL","MRPS15",0.78
"BYSL","MRPS7",0.802
"BYSL","GNL3",0.881
"BYSL","RPS11",0.992
"BYSL","MRNIP",0.845
"BYSL","RPS4Y1",0.884
"BYSL","TROAP",0.998
"BYSL","RIOK2",0.999
"BYSL","EXOSC10",0.988
"BYSL","NOC2L",0.921
"BYSL","NOL6",0.999
"BYSL","MPHOSPH10",0.998
"BYSL","GNL3L",0.859
"BYSL","NHP2",0.861
"BYSL","RPF1",0.916
"BYSL","NOL10",0.999
"TBP","POLR2J",0.956
"TBP","CCNT1",0.759
"TBP","PGR",0.715
"TBP","H3-4",0.858
"TBP","HDAC1",0.865
"TBP","H3-3B",0.917
"TBP","MED23",0.927
"TBP","HTT",0.798
"TBP","TRRAP",0.799
"TBP","POLR2F",0.967
"TBP","CDK7",0.983
"TBP","ERCC3",0.998
"TBP","MED9",0.847
"TBP","MED4",0.858
"TBP","MED8",0.929
"TBP","JUN",0.777
"TBP","TP53",0.997
"TBP","MED25",0.85
"TBP","EP300",0.946
"TBP","TAF7",0.999
"TBP","GTF2E1",0.999
"TBP","SDHA",0.756
"TBP","TBPL1",0.941
"TBP","MED1",0.954
"TBP","SUB1",0.77
"TBP","GTF2F2",0.999
"TBP","MED15",0.884
"TBP","GTF2H4",0.997
"TBP","POLR2D",0.986
"TBP","MED14",0.965
"TBP","UBA52",0.717
"TBP","YWHAZ",0.704
"TBP","RAD21",0.793
"TBP","H4C2",0.841
"TBP","MED21",0.916
"TBP","TCEA2",0.898
"TBP","H4C6",0.963
"TBP","GTF2E2",0.998
"TBP","POLR2B",0.982
"TBP","POLR2L",0.971
"TBP","MDM2",0.781
"TBP","BTAF1",0.999
"TBP","MNAT1",0.971
"TBP","FOXA1",0.758
"TBP","POLR3K",0.796
"TBP","ATXN1",0.737
"TBP","E2F1",0.786
"TBP","SUPT3H",0.902
"TBP","TAF4",0.999
"TBP","SP1",0.994
"TBP","RUVBL1",0.895
"TBP","TAF10",0.999
"TBP","TAF12",0.999
"TBP","TAF5L",0.875
"TBP","MED17",0.962
"TBP","POLR1B",0.808
"TBP","MED16",0.858
"TBP","POLR1D",0.888
"TBP","MED28",0.846
"TBP","MED7",0.963
"TBP","NFYB",0.794
"TBP","H2AZ1",0.947
"TBP","GTF2B",0.999
"TBP","GTF2H1",0.988
"TBP","POLR2G",0.974
"TBP","YY1",0.74
"TBP","TAF11",0.999
"GUCA1B","GUF1",0.76
"GUCA1B","RHO",0.751
"GUCA1B","ROM1",0.736
"PRPH2","RHO",0.935
"PRPH2","PRPF31",0.8
"PRPH2","ROM1",0.995
"EXOC2","RAB11A",0.921
"EXOC2","RAB8A",0.82
"EXOC2","TBK1",0.996
"LAMA4","PTK2",0.717
"LAMA4","ITGA2B",0.717
"LAMA4","COL4A2",0.798
"LAMA4","FN1",0.814
"LAMA4","ITGA3",0.851
"LAMA4","ITGB5",0.845
"LAMA4","ITGA9",0.77
"LAMA4","COL3A1",0.75
"LAMA4","ITGA5",0.888
"LAMA4","COL6A1",0.743
"LAMA4","LAMC1",0.98
"LAMA4","ITGB7",0.73
"LAMA4","LAMA5",0.78
"LAMA4","ITGA2",0.838
"LAMA4","ITGB6",0.802
"LAMA4","ITGAV",0.805
"MEP1A","SI",0.706
"MEP1A","NTS",0.718
"MTREX","C1D",0.999
"MTREX","IMP4",0.815
"MTREX","NAT10",0.946
"MTREX","FCF1",0.846
"MTREX","NCBP2",0.921
"MTREX","WDR3",0.985
"MTREX","NOL6",0.917
"MTREX","RPL3",0.711
"MTREX","DHX9",0.901
"MTREX","MFAP1",0.825
"MTREX","MPHOSPH10",0.863
"MTREX","GNL3L",0.774
"MTREX","NOL10",0.846
"MTREX","GNL3",0.79
"MTREX","EXOSC10",0.999
"MTREX","RBM25",0.876
"MTREX","NOC2L",0.839
"MTREX","UTP20",0.9
"MTREX","RPL3L",0.713
"MTREX","CEBPZ",0.875
"MTREX","UTP11",0.822
"MTREX","POLR1B",0.912
"MTREX","PDCD11",0.98
"MTREX","RSL24D1",0.905
"MTREX","NCBP1",0.913
"MTREX","DNTTIP2",0.7
"MTREX","RRP9",0.878
"MTREX","UTP3",0.946
"MTREX","RBM39",0.888
"MTREX","BRIX1",0.787
"MTREX","RPL38",0.705
"MTREX","WDR12",0.709
"MTREX","SNU13",0.844
"MTREX","GRWD1",0.892
"MTREX","NOC3L",0.862
"MTREX","GTPBP4",0.95
"MTREX","RRP7A",0.777
"MTREX","RCL1",0.905
"MTREX","TXNL4A",0.826
"MTREX","DDX18",0.846
"MTREX","EXOSC7",0.998
"MTREX","RPL5",0.822
"MTREX","SRRM2",0.818
"MTREX","EXOSC4",0.998
"MTREX","DHX15",0.959
"MTREX","DDX47",0.792
"MTREX","ZFC3H1",0.995
"MTREX","NOC4L",0.928
"MTREX","UTP14A",0.945
"MTREX","MRTO4",0.908
"MTREX","IMP3",0.793
"MTREX","RRS1",0.772
"MTREX","WBP11",0.829
"MTREX","PRP4K",0.823
"MTREX","RPS6",0.715
"MTREX","RBM5",0.84
"MTREX","HEATR1",0.933
"MTREX","DHX8",0.726
"MTREX","UTP6",0.892
"MTREX","TCERG1",0.831
"MTREX","NOP53",0.999
"MTREX","PA2G4",0.734
"MTREX","NIP7",0.768
"MTREX","PRPF6",0.85
"MTREX","RBM7",0.999
"MTREX","RPL30",0.744
"MTREX","GNL2",0.923
"MTREX","EBNA1BP2",0.752
"MTREX","EXOSC8",0.996
"MTREX","SRRM1",0.821
"ISL1","SOX2",0.774
"ISL1","SST",0.728
"HBEGF","MMP3",0.843
"HBEGF","CD9",0.98
"HBEGF","EGFR",0.999
"HBEGF","ERBB3",0.991
"HBEGF","SRC",0.809
"HBEGF","ERBB2",0.944
"HBEGF","GPNMB",0.778
"HBEGF","EGF",0.992
"HBEGF","MMP14",0.938
"HBEGF","FGF2",0.829
"LOX","IL1B",0.727
"LOX","THBS1",0.807
"LOX","ADAMTS2",0.75
"LOX","COL3A1",0.843
"LOX","PLOD2",0.704
"LOX","FN1",0.931
"LOX","EGFR",0.71
"LOX","POSTN",0.811
"LOX","SNAI1",0.725
"LOX","COL6A1",0.736
"LOX","COL5A1",0.703
"GZMK","CCL5",0.851
"GZMK","CCR7",0.787
"GZMK","CD8A",0.915
"GZMK","CCR5",0.734
"GZMK","IL7R",0.767
"GZMK","CD3D",0.941
"GZMK","GZMA",0.971
"GZMK","CD27",0.712
"CDH9","CDH2",0.745
"CDH9","CTNNA1",0.752
"SPARC","LUM",0.954
"SPARC","ALB",0.991
"SPARC","VWF",0.765
"SPARC","FSTL1",0.779
"SPARC","POSTN",0.797
"SPARC","THBS2",0.735
"SPARC","THBS1",0.847
"SPARC","COL3A1",0.911
"SPARC","SPP1",0.984
"SPARC","APOB",0.818
"SPARC","FN1",0.969
"IL12B","IFNAR1",0.709
"IL12B","IFNGR1",0.867
"IL12B","P4HB",0.767
"IL12B","IL10",0.725
"IL12B","IL10RB",0.7
"TTC1","HSP90AB1",0.744
"TTC1","HSPA4",0.982
"TTC1","HSP90AA1",0.856
"TTC1","PPP1R7",0.785
"TTC1","VAPA",0.819
"LNPEP","TERF1",0.722
"LNPEP","RAB8A",0.708
"IL4","CCL5",0.828
"IL4","CD80",0.894
"IL4","CCR7",0.735
"IL4","IFNAR1",0.855
"IL4","STAT5B",0.749
"IL4","ALB",0.725
"IL4","CXCL13",0.749
"IL4","CD8A",0.947
"IL4","IFNB1",0.72
"IL4","IRS1",0.813
"IL4","IFNGR1",0.892
"IL4","MTOR",0.744
"IL4","CXCL8",0.997
"IL4","CCR5",0.781
"IL4","IL10",0.986
"IL4","CD19",0.879
"IL4","CCL11",0.955
"IL4","IRF1",0.741
"IL4","EGFR",0.82
"IL4","IFNA1",0.794
"IL4","IL7R",0.952
"IL4","TLR4",0.869
"IL4","PDGFRA",0.756
"IL4","CCRL2",0.788
"IL4","IL3",0.981
"IL4","IL10RB",0.842
"IL4","CD40",0.929
"IL4","STAT6",0.997
"IL4","CRP",0.822
"IL4","CD68",0.724
"IL4","IL1A",0.995
"IL4","IL18",0.897
"IL4","IL13",0.993
"IL4","STAT5A",0.758
"IL4","IDO1",0.7
"IL4","CXCR3",0.785
"IL4","ICAM1",0.811
"IL4","IL1B",0.998
"IL4","IL13RA1",0.999
"IL4","STAT1",0.891
"IL4","JAK2",0.856
"IL4","CXCL9",0.735
"IL4","IL6",0.986
"IL4","ARG1",0.88
"IL4","CD27",0.746
"IL4","STAT3",0.92
"IL4","CXCL10",0.882
"IL4","TP53",0.718
"IL4","SOCS3",0.727
"IL4","TLR2",0.834
"IL4","PDGFRB",0.757
"IL4","CXCR5",0.79
"IL4","FN1",0.837
"IL5","STAT6",0.833
"IL5","PDGFRB",0.73
"IL5","CD40",0.789
"IL5","IL10RB",0.759
"IL5","IL3",0.999
"IL5","PDGFRA",0.775
"IL5","CXCL10",0.801
"IL5","IL7R",0.87
"IL5","IFNA1",0.716
"IL5","IL6",0.977
"IL5","CXCL9",0.718
"IL5","EGFR",0.762
"IL5","JAK2",0.889
"IL5","IL13RA1",0.886
"IL5","CCL11",0.934
"IL5","IL10",0.982
"IL5","CCR5",0.703
"IL5","CXCL8",0.932
"IL5","IL1B",0.998
"IL5","IFNGR1",0.838
"IL5","CD8A",0.865
"IL5","STAT5A",0.777
"IL5","STAT5B",0.777
"IL5","IL13",0.991
"IL5","IFNAR1",0.768
"IL5","IL18",0.786
"IL5","IL1A",0.918
"IL5","CD80",0.77
"IL5","CCL5",0.836
"IL5","CCR1",0.723
"SKP1","UBE2D2",0.989
"SKP1","YAF2",0.927
"SKP1","HEY1",0.991
"SKP1","CCNA1",0.982
"SKP1","PSMA6",0.71
"SKP1","CDK2",0.999
"SKP1","SKP2",0.999
"SKP1","UBA3",0.878
"SKP1","ANK2",0.893
"SKP1","METAP2",0.711
"SKP1","NEDD8",0.994
"SKP1","UBE2M",0.888
"SKP1","USP7",0.838
"SKP1","PPP2R2A",0.778
"SKP1","UBA52",0.954
"SKP1","CDKN1A",0.98
"SKP1","COPS5",0.88
"SKP1","CKS2",0.971
"SKP1","CUL3",0.968
"SKP1","CDK4",0.723
"SKP1","CDK6",0.755
"SKP1","CCNF",0.999
"SKP1","SMAD2",0.918
"SKP1","AXIN1",0.785
"SKP1","PCGF1",0.998
"SKP1","CUL1",0.999
"SKP1","SMAD3",0.919
"SKP1","TBL1XR1",0.962
"SKP1","TRRAP",0.884
"SKP1","PLK1",0.753
"SKP1","HSP90AA1",0.818
"SKP1","CDC25A",0.873
"SKP1","KEAP1",0.886
"SKP1","CDCA3",0.868
"SKP1","EP300",0.732
"SKP1","HSP90AB1",0.813
"SKP1","TP53",0.812
"SKP1","HSPA4",0.725
"SKP1","GSK3B",0.768
"SKP1","CCNE1",0.991
"SKP1","PPP2R2B",0.747
"NUP155","NUP54",0.999
"NUP155","TPR",0.939
"NUP155","BTF3",0.772
"NUP155","NIPBL",0.799
"NUP155","UBE2I",0.763
"NUP155","SEH1L",0.999
"NUP155","HDAC4",0.966
"NUP155","RANBP2",0.999
"NUP155","NUP160",0.994
"NUP155","NUP93",0.999
"NUP155","NUP50",0.967
"NUP155","SEC13",0.996
"NUP155","NUP43",0.994
"NUP155","NUP133",0.998
"NUP155","NUP98",0.999
"NUP155","AHCTF1",0.987
"NR3C1","BCL2A1",0.7
"NR3C1","DAP3",0.736
"NR3C1","STAT5B",0.835
"NR3C1","SMARCA2",0.72
"NR3C1","EGFR",0.87
"NR3C1","SUMO1",0.794
"NR3C1","PRKACA",0.7
"NR3C1","HDAC2",0.862
"NR3C1","PRKACG",0.7
"NR3C1","CREBBP",0.943
"NR3C1","NCOR1",0.995
"NR3C1","STAT5A",0.798
"NR3C1","MED1",0.852
"NR3C1","SMARCA4",0.924
"NR3C1","AR",0.795
"NR3C1","ADRB2",0.727
