,node1,node2,node3,node4,node5
s1,1.0353073333364995,2.0372609267215243,0.36342912232919145,0.49494943074409764,0.3128121891780929
s2,2.496483379008443,1.9389892652745815,2.248635896030158,2.3375636826588067,1.7327834753063194
s3,1.1141337216157532,0.985482050293678,0.8967353119550632,1.0066956857231133,0.6993355619428799
s4,1.0136731421459155,2.362495438963019,0.3607607663940666,0.19768556396938353,0.5426542909755814
s5,0.15073015264551626,1.8371004865092668,0.5835946499060684,0.6123661885312752,0.19808598971399738
s6,0.7427671818842679,5.227136346296239,1.0828944660550313,1.1034203812942498,0.897715786421888
s7,0.4259931687128856,1.685749808212745,1.1449981065314463,1.151105181437012,0.9920199448600348
s8,2.4823770757442905,6.483380977558022,0.5391086386012537,0.5575184781467416,0.3704629507231951
s9,3.5142248545842776,6.144307294714846,1.8303597228280801,1.5583079293671598,2.5815378567850034
s10,1.3586393113605644,2.854969439196686,0.5680944463554954,0.5333202279416085,0.4775654211260749
s11,0.9642318875725501,3.156800624542927,0.0673302505294386,0.15362069732263997,0.23809104630127947
s12,0.16837485267229302,3.233793169443767,1.3850446494081112,1.4063560330076015,1.2948008977699703
s13,1.9347260021575754,5.135771571530417,0.4160138104274655,0.26223850388766723,0.6631717221282842
s14,1.690268877247318,6.039720188548508,0.29415414064074014,0.1025804852638015,0.6495379252531102
s15,1.8432598131848676,7.284063245833512,0.583274704346139,0.6088369223384962,0.29556739435608503
s16,6.1313409159895365,16.514928630323862,1.0989558462757902,1.0809142810240226,0.9922918444296963
s17,7.3920482070725555,24.658214449978143,0.41917064039062557,0.3479451698042108,0.7491894758624649
s18,10.097231157251988,26.73281412885877,1.9376701557815896,1.5118530481839643,3.0106476657290613
s19,0.6284579177996172,2.306272655045724,1.5417033599840384,1.5871501524992073,1.5266576004375916
s20,18.594240499438634,51.74317192474633,2.667506690463404,2.2571106881906533,3.5585824103398385
s21,15.730978456291373,50.06483907067083,0.0784832211836433,0.08335955091207367,0.19682045336540063
s22,11.633985533780496,38.21043471986154,0.50120888271311,0.6195590575153846,0.18645637502728046
s23,7.547170625659643,25.754547391524984,0.7215728827905022,0.818270384368047,0.3024785633069911
s24,10.87398031248256,36.01521818082696,0.6253039175720096,0.6730086187674872,0.3760003606990276
s25,1.486285566888999,8.483724938842274,1.4581527735266044,1.3880336347707962,1.3468453635592845
s26,2.6918226166564403,7.626300306836358,0.37233300591281804,0.5583814648615705,0.27294772851460064
s27,5.646602248982131,14.322260680797209,1.350933167157015,1.3112727183204678,1.2387221667578454
s28,1.791625216925516,3.9495407966734333,0.6866906430277698,0.476257391135033,1.0620803249873256
s29,3.201993535235133,8.658528372234015,0.5775581663941374,0.3378792585356798,1.124872248381117
s30,2.5911908838438653,7.018619695833412,0.41374191322885534,0.54688520002808,0.15020033727828305
s31,1.9484382516080159,4.605216247656731,0.6061996967179291,0.43412401314933435,0.863855216604964
