,n_estimators,train_MSE,val_MSE,train_MAE,val_MAE
0,100.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
1,104.0,0.13293181311949312,0.2210395025840711,0.25066338904311286,0.3421648694185923
2,108.0,0.133099551034447,0.22050668964182946,0.2513655630204725,0.3420106008338455
3,112.0,0.13239145039267253,0.21677602466067047,0.25074713855562436,0.338073187513716
4,116.0,0.13175726260575077,0.21647288218381355,0.25074505883430176,0.3397147017447709
5,120.0,0.13135413122248008,0.2155875227299849,0.2500026619138114,0.33793952239585906
6,124.0,0.13111672139223488,0.21716685529580096,0.24984497795483268,0.33870389796623007
7,128.0,0.13106188071031238,0.21904701092472312,0.24979489362700869,0.34018403432197386
8,132.0,0.131202410115428,0.21877978239217893,0.2497033650332355,0.34049608716564933
9,136.0,0.13157400877237255,0.21934587678771816,0.24999607488676417,0.3416565868723107
10,140.0,0.13188144761583345,0.2191972310372218,0.25017920685100903,0.3409659088410219
11,144.0,0.1322512941325604,0.2199609416423832,0.25021226780664785,0.3420221089085421
12,148.0,0.13201222022175294,0.21909848907265123,0.25018300432210844,0.34183688799610656
13,152.0,0.13205428363654848,0.21756595616142144,0.2501096443554694,0.3401899309337066
14,156.0,0.13186885341397273,0.21751532547267294,0.2495800164774539,0.34068661301307335
15,160.0,0.13144433333641467,0.21694519892837025,0.24908950982596445,0.340532226265042
16,164.0,0.1315264592021199,0.2176314125153167,0.24901043668771655,0.3415707269087835
17,168.0,0.13130025253317634,0.21737201043464355,0.24919475112368708,0.34228564204876843
18,172.0,0.13115918702393853,0.21618371577418002,0.2491705021325039,0.34166508420508906
19,176.0,0.13023776103706644,0.21523568268240992,0.24838360476795493,0.3412218691479741
20,180.0,0.13053965597736272,0.21646827291564036,0.24864730840430482,0.34246622547306793
21,184.0,0.13081582342374143,0.21703570740416564,0.24897210089344263,0.3431192145488705
22,188.0,0.13108291843594636,0.2178051812475068,0.24905948437105416,0.3436167365790355
23,192.0,0.13161970134351514,0.21892513962690838,0.2495622646014779,0.3442876784756716
24,196.0,0.13072122165114242,0.21649096991596056,0.2490050288620382,0.34317800573531526
25,200.0,0.13095292260557204,0.21658110002290126,0.24935604078132734,0.3436272228414691
26,204.0,0.13063534712711042,0.2164227134004874,0.24879416218037614,0.34307440527267413
27,208.0,0.13072267577628924,0.2167285556479448,0.2486190882505416,0.3435698291830172
28,212.0,0.1312542282974799,0.2170199297129558,0.2488958741119413,0.3437721027236537
29,216.0,0.13166385580559184,0.21847666390170328,0.24875644186188425,0.3443763356648306
30,220.0,0.13143130794904695,0.2184477324324458,0.24863141285604975,0.3450407249887258
31,224.0,0.13129312418813271,0.21878109083537,0.24858696396123506,0.3458516902191094
32,228.0,0.13076528242662241,0.2179604015406726,0.24804331880094524,0.3453573898912736
33,232.0,0.13123806761818863,0.2193391232320001,0.24826814505388448,0.34613757718791216
34,236.0,0.13068090111494168,0.216946164917781,0.2480328505284501,0.344503476307105
35,240.0,0.1309688795385294,0.21771909781357568,0.24806278482654812,0.34415014125008714
36,244.0,0.13151676740118312,0.21984935971259656,0.2484326249632057,0.3460823964883584
37,248.0,0.1315135593353231,0.22091863398632477,0.2483918382893557,0.3462425698174882
38,252.0,0.13117080503726328,0.22020432428785783,0.24810092514793197,0.34599366494119455
39,256.0,0.1310099695009079,0.21955241077641788,0.24832339533322045,0.34556375954977187
40,260.0,0.13120976908043258,0.2199875565456053,0.24831793955279732,0.3456844012637911
41,264.0,0.1314303236333004,0.22087049926123123,0.24867196250559995,0.3466235349087763
42,268.0,0.13076735243150123,0.21954708999999709,0.24818864368984858,0.3466219435111988
43,272.0,0.13087475901114673,0.22042602341516523,0.24807872024630362,0.34707348193291115
44,276.0,0.1308075047905942,0.21972147044000856,0.24809692733630018,0.3462125389700786
45,280.0,0.13036679384403468,0.21840083630146018,0.247905592909831,0.34528897026607186
46,284.0,0.13043275163383064,0.21827523103711802,0.24813789816494733,0.34529095088607564
47,288.0,0.1301005083273622,0.2173061881598155,0.24776469902968523,0.3446879949307756
48,292.0,0.13033119322674847,0.21720670105434917,0.24819188464963396,0.3445727289165109
49,296.0,0.13033278053015007,0.2170904352947301,0.24814914311213365,0.3446630309071854
50,300.0,0.13018635214574167,0.21667249702925345,0.2483423711257189,0.3443156886507591
51,304.0,0.13052241084489058,0.21718017796396288,0.24836406360099733,0.34469897446086123
52,308.0,0.13085843375040554,0.21668417182947933,0.24865859537098192,0.3438542605564126
53,312.0,0.13106455529098507,0.21665186897494798,0.24874033469773799,0.34343396079103206
54,316.0,0.13128967526245156,0.2168844011278134,0.24901223566559508,0.3435017483480215
55,320.0,0.13153690121276707,0.2170332628726312,0.24904263934235918,0.3432543872478274
56,324.0,0.13165085909578222,0.2172485014805463,0.24899549318649303,0.3431229837708149
57,328.0,0.13113088245176732,0.21594664774141972,0.24851436484587258,0.34244337340564124
58,332.0,0.13097997818455145,0.215512418665572,0.24869966202048455,0.3421588128398566
59,336.0,0.13077023669105764,0.21497137841467429,0.24845923647399243,0.34159749949355234
60,340.0,0.13005319799542375,0.21318184484330419,0.24785305661743284,0.3400374934471092
61,344.0,0.130086457348355,0.2129204210815488,0.24801902887789268,0.3398580056144622
62,348.0,0.13017786900292422,0.21331976614132983,0.24803554177075465,0.3401895170925324
63,352.0,0.1308254658235648,0.21436731634820716,0.2487708608300542,0.34114285436040614
64,356.0,0.1308140944051663,0.2142626422394628,0.24863116057109685,0.3410476943817237
65,360.0,0.13086203471062086,0.2138859503455784,0.24851759643902444,0.3407193437415268
66,364.0,0.13086348851830742,0.21395249689314536,0.2483878383060765,0.3407754763475781
67,368.0,0.13099239310767935,0.2142936029123354,0.24846504661988902,0.34117240164896573
68,372.0,0.13094340044736308,0.21398125707704252,0.24847062169572737,0.340963709356774
69,376.0,0.13088214203520496,0.21365967552803963,0.2484305095319032,0.34062854206631654
70,380.0,0.13081672741157635,0.2140450189547642,0.24836053966395702,0.3409282385385747
71,384.0,0.13055061531797935,0.2132811151324005,0.24799589455151674,0.3399339217712679
72,388.0,0.13092281903693403,0.2145779947096087,0.24826733566597867,0.3409223963725851
73,392.0,0.13080486033333433,0.21435612526342815,0.2483216415096961,0.340926884625
74,396.0,0.13048688093984998,0.21333729209373234,0.24802733276800304,0.3404644851776492
75,400.0,0.13040416722026962,0.21319819391042688,0.24790242569225515,0.34027303870197373
76,404.0,0.13040796293007278,0.21247052139649272,0.2479926764090112,0.3396398267030577
77,408.0,0.13040730519996635,0.21242781530802585,0.248044499080979,0.33960560841760834
78,412.0,0.13043222243331784,0.2130247448253617,0.24794821682240673,0.34018777429475044
79,416.0,0.13032091135432544,0.21320063242422918,0.24777147329708435,0.3403615529500148
80,420.0,0.13057523323361908,0.21313259936821255,0.2478156013319534,0.3401566270675785
81,424.0,0.13073059938866147,0.21363926933204222,0.24811866839210622,0.34029042012760036
82,428.0,0.13064487402343236,0.21347068934498684,0.2479260889948033,0.34039073775610146
83,432.0,0.1303090185093562,0.21294800117709967,0.24776794062660706,0.3406187647269202
84,436.0,0.130583916560099,0.21316394254642237,0.2478350480845161,0.3408031252020055
85,440.0,0.1305022184899106,0.21341677901952902,0.24776197371376996,0.34104544997989683
86,444.0,0.13042644273654078,0.21291176846342413,0.24759981724272534,0.34048148669884704
87,448.0,0.13040869246284015,0.21309630989028988,0.2474511983231227,0.34056560668231706
88,452.0,0.1304479733372455,0.21330946874811207,0.2473336149401742,0.3407914406702311
89,456.0,0.13045138715046065,0.21369445307023768,0.24729713187839056,0.3409002394631613
90,460.0,0.13040589824476354,0.21358430402210563,0.24726059599312264,0.34093527914641025
91,464.0,0.1305206812520513,0.21365147951475255,0.24724168854731934,0.34076652003748803
92,468.0,0.13057020423381963,0.21384179164361566,0.24725526962534783,0.34096111933938184
93,472.0,0.13051921857380328,0.21348322296588246,0.24721891731432574,0.34055261137272713
94,476.0,0.130492566820515,0.21380168517497883,0.24704660863831962,0.34075679468265446
95,480.0,0.1304380422600784,0.2135440147666233,0.2469541369842849,0.34066365913496
96,484.0,0.13038359846338451,0.21353464226275204,0.24687637269397997,0.3404325124185609
97,488.0,0.13020130997348703,0.21288455170083775,0.24686044113261688,0.3399313847570674
98,492.0,0.1305065101752766,0.21349004096484814,0.24688958826325333,0.34017197915235287
99,496.0,0.1302994170048457,0.21255583095735386,0.24685049987775373,0.33951264324069663
100,500.0,0.13038500348602414,0.21307107309709136,0.24712161830920387,0.34020796602198694
