,max_depth,train_MSE,val_MSE,train_MAE,val_MAE
0,20.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
1,21.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
2,22.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
3,23.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
4,24.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
5,25.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
6,26.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
7,27.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
8,28.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
9,29.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
10,30.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
11,31.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
12,32.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
13,33.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
14,34.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
15,35.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
16,36.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
17,37.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
18,38.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
19,39.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
20,40.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
21,41.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
22,42.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
23,43.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
24,44.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
25,45.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
26,46.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
27,47.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
28,48.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
29,49.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
30,50.0,0.13299186034072416,0.22195935909541747,0.2500525439818919,0.34309133123576346
