""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"AKT3",4.510672664,4.413827123,4.491289113,4.555789244,4.615327265,4.40208284,4.349828871,4.515128592,4.766186195,4.453221075,4.375483734,4.472206432,4.538766648,4.627337996,4.487899674,4.538118563
"MED6",7.678156082,8.043224659,7.785232212,8.063238255,8.164518809,8.298177847,7.708524607,7.919281791,7.734820713,8.083265569,7.986939531,7.837949551,7.99602627,8.144887003,8.126359458,7.206261616
"NR2E3",4.645691023,4.739834706,4.703756566,4.456993929,4.557823486,4.524074537,4.852579227,4.785265479,4.774135907,4.528396174,4.518150005,4.811748482,4.561237713,4.451862021,4.552623953,4.755595054
"NAALAD2",3.681453868,3.856581526,3.894424551,3.787866353,3.568134528,3.852833849,4.141470211,3.79192527,3.725525905,3.743355439,3.866243109,3.794934548,3.61449153,3.692364085,3.68749446,3.951105531
"NAALADL1",6.607731887,6.722501616,6.360772488,6.619987183,6.590299974,6.384270221,6.444688742,6.152650435,6.323891257,6.32882041,6.482117776,6.519313607,6.457938219,6.308454047,6.799204449,6.421219164
"ACOT8",8.603835691,8.522612867,8.414126292,8.441024402,8.519257602,8.467346932,8.25326743,8.666735834,8.755307738,8.697657128,8.65676896,8.560799178,8.817970763,8.65772346,8.769190501,8.288370353
"ABI1",9.162455475,9.189677312,9.06059846,8.865669556,9.464023697,9.794278083,9.831510685,9.614846487,8.962175827,9.270298606,9.459343474,9.230480118,9.140884032,9.45565046,9.436098853,8.051965926
"GNPDA1",8.279673273,8.417383127,8.311331484,8.32739459,8.488311724,8.509392925,7.484129779,8.586499847,8.857333775,8.968600604,8.857186083,8.622706458,8.884552588,8.84969359,9.002164136,8.871664443
"ZBTB33",3.429028458,3.523104865,3.659908264,3.775413451,3.443846537,3.590209281,3.809600098,3.550507814,3.416055055,3.606303607,3.32295233,3.532519425,3.489690949,3.607907743,3.462448482,3.613290212
"CDH2",4.835179253,4.706587309,4.683056989,4.606671806,4.56517584,4.562484791,4.713889752,4.628120296,4.638210692,4.462694241,4.629166255,4.522350724,4.645403825,4.693909664,4.560888935,4.770860389
"TANK",8.589898059,8.524456735,8.431893466,8.237654266,8.637433347,9.318691237,10.31752474,9.883681492,9.07121796,9.104273451,9.082584985,9.193806602,9.03848463,9.058115303,8.862272356,7.425596215
"HDAC6",7.89061184,7.810581305,7.944753978,8.051647894,7.841396311,7.665463281,7.937488881,8.002146575,8.146966865,7.780992731,7.865393919,8.017834062,7.945974315,7.751843059,7.843578648,8.177370178
"HDAC5",9.153108053,8.898847254,9.001223124,8.895232106,8.860001787,8.677089699,8.389954579,8.88928046,8.961920791,8.926825341,8.805743993,8.937379119,8.919112814,8.691519047,8.88940054,9.230014685
"PDCD6IP",10.56883145,10.57558659,10.68295665,10.68694845,10.78684535,10.77933158,10.39061769,10.66202802,10.8661334,10.97459992,10.84752472,10.70660374,10.87624868,10.86232538,10.87015202,10.66490616
"PDCD6",9.494439717,9.602326835,9.317203604,9.438725515,9.47430751,9.64970567,9.504281161,9.517332362,9.332400239,9.458747495,9.424595178,9.461174803,9.463909829,9.562807024,9.607130253,9.312430827
"BCL2L10",5.070577016,4.98428128,5.049333412,5.020495186,4.850149377,4.749611769,5.211102864,5.067166473,4.919571747,4.941766151,4.900720542,5.017193392,4.752475316,4.920295169,4.805141739,5.252853736
"BCL2L11",4.905473125,5.016089293,4.973220447,4.803902258,4.676125693,4.938077921,5.251432258,5.470238808,5.057173322,5.054989779,4.918094196,5.125156462,5.113380251,4.929397411,4.798605422,4.356588432
"SH2B3",10.3591137,10.3908573,10.56380845,10.53739371,10.53847035,10.55522968,10.32552964,10.95014879,11.07609725,11.02678151,10.70873782,10.81232315,10.77925616,10.92045494,11.0839235,10.84335624
"CDH3",5.666435326,5.472400947,5.36002057,5.681938,5.499327527,5.400218101,5.202018496,5.608995324,5.713207871,5.478223269,5.381288004,5.498211464,5.661244481,5.338258384,5.267689493,5.385423005
"GNE",7.212232118,7.484854267,7.266598733,7.627640597,7.469687029,7.607327873,7.206004682,7.372464817,7.594248001,7.486736489,7.285603962,7.38897429,7.326223775,7.459670762,7.561320489,7.491113911
"HCN4",4.533226586,4.401155528,4.486168965,4.677596548,4.58182949,4.591432823,4.932421891,4.535250882,4.738492052,4.859564722,4.52164759,4.704033474,4.593974557,4.61375478,4.506155103,4.710687145
"INSL5",4.471864628,4.361652282,4.368297738,4.301550735,4.394854261,4.197037354,4.640221867,4.622283318,4.598114311,4.422545018,4.358780398,4.623595756,4.24256086,4.225725216,4.271634747,4.596932014
"FRAT1",11.25402788,11.13914408,10.9129574,10.58276651,10.70168642,10.84630307,10.53251027,11.29013579,11.05073399,10.8875512,10.91114277,10.97150845,10.99516252,10.87940144,10.65060054,10.64259723
"TROAP",5.483644065,5.619169115,5.340660817,5.319348965,5.434761004,5.171025752,5.542446323,5.362162418,5.439168454,5.24474299,5.400778572,5.59567874,5.665992971,5.136717713,5.565661605,5.948757254
"MED16",8.83707757,8.602384687,8.798069995,8.939395038,8.755576842,8.635703515,8.413912304,8.554756919,8.830618801,8.723394876,8.68377769,8.678661442,8.652782443,8.566320911,8.6301481,9.068087636
"PIGK",4.770103522,5.119918311,5.251405401,4.764423479,5.29955833,5.456862309,5.125890354,4.880460708,4.519910159,4.796398331,5.196595333,4.733365112,4.749165993,5.03540973,5.449985388,5.024044909
