,Var(node1),Var(node2),Var(node3),Var(node4),Var(node5)
s1,93.00295122755794,2.309176131234162,90.93070712113621,5.305895159229728,0.20314272567771727
s2,89.25448127183448,2.3707449843934842,87.1130398980674,5.081227555415401,0.19425821977196267
s3,89.20755215906001,2.489737624763533,86.94954572627245,5.070613437950879,0.1931872203713231
s4,88.76341926469267,2.6540125312153817,86.34200668776049,5.035171657260459,0.19172882827680945
s5,89.70677898371261,2.8037133846264495,87.13482169654942,5.081095639539179,0.19381539355340444
s6,89.5430004932157,2.9441547509881554,86.83056886702799,5.068763421267751,0.19446505181239565
s7,92.29516403778516,3.1948288219041734,89.33581533512951,5.211267650667667,0.19912475106831523
s8,88.39796195325053,3.316806324528656,85.31231544228734,4.976270573302575,0.19026632648509348
s9,89.96908270816785,3.610506805897781,86.59245036205536,5.048881852853283,0.19265387070206594
s10,89.55537636058303,3.8268860994870213,85.95865551254589,5.019906337753561,0.19361861975801184
s11,92.84921202117948,4.264626022590445,88.816305302692,5.185065499079711,0.19972632773162785
s12,91.96288265279108,4.694617706671957,87.5032645795237,5.103300085770285,0.19452134506346572
s13,89.74129171351119,5.211601768348674,84.7587498685859,4.947808526284374,0.19012298167830136
s14,93.1507732377951,5.942152109577077,87.43958642307389,5.104658336207782,0.1964976941430675
s15,94.05746295011153,6.96118797046226,87.33282720294626,5.099992654630054,0.19672720826900908
s16,94.1072651997113,8.078975445404794,86.26129850278221,5.035673678122924,0.19354216045274752
s17,94.68230740266921,10.245235367595628,84.66690860653867,4.938890659292127,0.18879145992657673
s18,101.92135301053122,13.36812071586993,88.78652144267976,5.180691347158101,0.1984562222859012
s19,107.19695187507301,20.085275367497,87.3393458482016,5.095455714139581,0.19491165446196437
s20,126.1324826108746,39.54559325740198,86.8165747906402,5.064435083675826,0.19333107337062524
s21,177.02806671736337,88.94862179748803,88.31606828140842,5.153067352761716,0.19765631067076594
s22,125.76277848325746,39.33839729160628,86.65523442727583,5.05144380727202,0.19174591634785748
s23,106.74078222812885,20.019805137758087,86.95118239193982,5.068859672403876,0.19219871103143513
s24,98.81759867152864,13.631955462426331,85.41662387537002,4.983816345237001,0.1908717647103402
s25,96.76005266558808,10.192673165658588,86.79966601989928,5.064816003060617,0.193936749306801
s26,93.4957084986828,8.029516657952808,85.69485218782019,4.999084755175864,0.19085649954170478
s27,92.26899715766373,6.715447213125539,85.77928812569378,5.009006497666013,0.1926242017393226
s28,96.04048143029637,6.079523843752997,90.19897725993621,5.261899595764127,0.20092685558071496
s29,91.600899291353,5.222781736206462,86.60921276526734,5.056679437467143,0.19454331366235153
s30,91.8885539586234,4.755686848776478,87.36678298384969,5.102270023791895,0.19691216649101792
s31,91.77906147611309,4.2158927658232965,87.79882461987295,5.123144655247143,0.19618017940321938
