,node1,node2,node3,node4,node5
s1,0.5348890257019666,0.38268623139995495,0.2066205203914711,0.05234259174813716,0.008496504930292133
s2,0.48964892680524197,0.36738328857485064,0.17107905106015156,0.04085674110685865,0.008830539630140216
s3,0.8447187027094748,0.7165297457996211,0.19400266186728884,0.047291228964302386,0.009529884421452113
s4,0.19287673106873754,0.15816778834317835,0.04870569007724597,0.013938691240273884,0.0031362703374234508
s5,0.729360456642527,0.7096165149156619,0.013316105575322711,0.010884618315181437,0.0021978694503359416
s6,1.4573622668140054,1.3564857778213142,0.1755081422521664,0.041580103350819644,0.009153247787892617
s7,0.3859908993800755,0.37560310207258757,0.014548119818082917,0.008906011414397778,0.0018526072792702734
s8,0.8478242156475804,0.7381217548423628,0.1841463156160087,0.04592005324179231,0.00901503420684216
s9,1.1018972071753248,1.0166536945584652,0.15881726323074302,0.038793112390428146,0.007396100242260837
s10,1.6433239987039039,1.5184048001328159,0.2361904000278858,0.05773553450260204,0.012116025429536244
s11,1.8201230348161024,1.7817962586434997,0.08090078490231825,0.01993738252387863,0.004223162497173394
s12,2.321100597956318,2.150022792977376,0.3506797106380015,0.08602167749050718,0.01647764188048719
s13,1.9174089551026956,1.8765474972660026,0.08978325424023965,0.023306240555652273,0.0049937777677816365
s14,1.8976792754444038,1.8881251473233713,0.014550079629336962,0.008624246572301306,0.0018081341380311443
s15,3.7703530928674693,3.7129843813620305,0.145408955311848,0.03935046114070756,0.006726264670275975
s16,3.8217160392390706,3.7630289534701724,0.1695144497744835,0.043446619627312145,0.007150480568882556
s17,8.136013500624673,8.116213670879795,0.03319513244603053,0.016433903108271065,0.0033211723924675657
s18,6.800994868059768,6.774300682932768,0.09031197785164684,0.024873383359362063,0.005030145947149382
s19,8.350318937321752,8.332049662893084,0.0823392838989414,0.020040660575465455,0.004098820429806838
s20,24.965486464690013,24.939852435885584,0.1390426144567815,0.036309143153603375,0.006843990875112529
s21,24.696619827451773,24.683914889379043,0.0822367755865756,0.02091293130916094,0.00415078880040617
s22,11.129614015450175,11.12044705462889,0.044599063959872356,0.014242006438541724,0.002492350392644961
s23,7.188648434498038,7.156169926192217,0.14231708146505295,0.03551909963667884,0.006807855780231959
s24,6.791512304323914,6.756592221919146,0.1308168162257986,0.03208618998043076,0.0063892442571476344
s25,7.109714493106588,7.086831108655791,0.0738949079419984,0.018463758323489253,0.004055378088721454
s26,4.512828725593435,4.4684388292228645,0.1325130393611717,0.03208926779395039,0.006384769561245811
s27,1.920178111544671,1.8696824032958979,0.1312447784476541,0.032527421243669405,0.0062129351828771094
s28,1.209207344321588,1.1935419598234254,0.029245959088054035,0.012002176907587118,0.0022158848397125625
s29,1.1813166002197484,1.1357396973735037,0.10077246399557073,0.025104308605203435,0.005280109304206894
s30,1.4892901723266623,1.4418835255352647,0.09803886021068459,0.026600215916931614,0.004525121630513071
s31,1.3139158171430105,1.235043987050537,0.1568864288297508,0.03842716758434377,0.00818388578597924
