""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 036"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"AKT3",5.242296371,4.6096035,5.055782229,4.989313874,5.096850261,4.771357327,4.630995707,5.036234705,4.993690704,4.761663124,5.188370744,4.74657215,5.152744209,4.495907591,4.874993395,5.178781367
"MED6",7.645087755,7.884427573,7.839378199,7.776041586,7.764222353,7.664159968,7.662729052,7.427200305,7.713201667,8.032073202,7.794391051,7.302516808,7.268903921,8.131997372,7.808998323,7.443356652
"NR2E3",5.050579406,4.782417607,4.924085763,4.691123633,5.057138329,4.790539013,4.689408991,4.96882583,4.789630073,4.6968371,4.701280695,5.229884557,4.830458427,4.409534197,4.774378503,4.687412981
"NAALAD2",3.819233156,3.814391347,3.711233252,3.70080797,3.618537571,3.772023599,3.721904094,3.870040378,3.676066048,3.593412332,3.820712375,3.573905531,3.799323386,3.547598167,3.553770246,3.886140553
"NAALADL1",6.045098577,6.111393372,6.058164957,6.146981619,5.745847059,5.962356072,5.977296696,5.854195976,5.973409007,6.209918947,5.714366243,5.807358431,5.733896386,6.31296053,5.918675901,6.106090896
"ACOT8",8.406688784,8.162811322,8.206613835,8.455847374,8.202043362,8.279321178,8.254569433,8.438646924,8.518271179,8.450340399,8.19505462,8.179055452,8.165445658,8.547038818,8.513888609,8.538279902
"ABI1",9.01152281,9.063865245,9.128532095,9.237311517,8.871926067,9.134925051,9.361965639,8.805369018,9.232540786,9.578446984,9.403015569,9.240920095,9.05370296,9.668597643,9.360355683,8.782253516
"GNPDA1",8.333928275,8.448494917,8.257488383,8.454454309,8.338589531,8.184041719,8.468921465,8.362979909,8.509401403,8.617739826,8.443190944,7.928059982,8.362200797,8.890140757,8.429757128,8.512058959
"ZBTB33",3.816917656,3.53424417,3.456585459,3.516472079,3.455194173,3.555053706,3.43978629,3.35866512,3.414031878,3.414795867,3.333463654,3.467181065,3.414955983,3.657050454,3.516063954,3.449295503
"CDH2",5.155097891,4.806743276,5.109075171,4.855140771,5.127192927,5.014824297,5.151934708,5.420275772,4.820340934,4.840831689,4.972133931,5.427919933,5.455052387,4.630095753,4.683330632,5.201501936
"TANK",8.416858881,8.404081108,8.336276942,8.457664526,8.324615609,8.620065865,8.591332923,8.191310353,8.498574817,8.714811313,8.829706283,9.095798252,8.801985277,9.226748285,8.831993587,8.279635834
