"from_symbol","to_symbol","combined_score"
"ARF5","ACAP1",0.825
"ARF5","COPA",0.718
"ARF5","RAB11FIP3",0.952
"ARF5","COPB2",0.752
"ARF5","COPE",0.795
"ARF5","ARF3",0.756
"ARF5","ARFGAP1",0.795
"ARF5","RAB11FIP1",0.755
"ARF5","CYTH1",0.765
"ARF5","IQSEC1",0.835
"ARF5","RAB11A",0.792
"ARF5","ARFGAP2",0.785
"ARF5","COPB1",0.846
"ARF5","ARF4",0.888
"ARF5","ASAP1",0.892
"ARF5","ACAP2",0.815
"ARF5","ARFGAP3",0.737
"ARF5","ARFIP1",0.861
"ARF5","ARF1",0.862
"ARF5","CDKN2A",0.76
"ARF5","GBF1",0.828
"ARF5","ARFIP2",0.842
"ARF5","AGAP1",0.702
"ARF5","ASAP2",0.747
"ARF5","COPZ1",0.705
"M6PR","GGA3",0.993
"M6PR","TGOLN2",0.748
"M6PR","GGA2",0.911
"M6PR","GGA1",0.957
"M6PR","IGF2R",0.991
"M6PR","PLIN3",0.872
"FKBP4","STIP1",0.979
"FKBP4","NR3C2",0.945
"FKBP4","FKBP5",0.972
"FKBP4","SERPINB2",0.712
"FKBP4","HSPA8",0.942
"FKBP4","GLMN",0.983
"FKBP4","HSF1",0.783
"FKBP4","HSPA2",0.748
"FKBP4","MTOR",0.961
"FKBP4","AKT1",0.914
"FKBP4","PTGES3",0.99
"FKBP4","DNAJB1",0.957
"FKBP4","PPID",0.937
"FKBP4","HSP90AB1",0.999
"FKBP4","HSPA4",0.998
"FKBP4","CDC37L1",0.734
"FKBP4","CDC37",0.859
"FKBP4","NR3C1",0.996
"FKBP4","HSP90AA1",0.999
"FKBP4","PHYH",0.783
"FKBP4","PGR",0.977
"FKBP4","S100A1",0.742
"FKBP4","AHSA1",0.973
"FKBP4","DCTN2",0.761
"FKBP4","PHLPP1",0.993
"FKBP4","CLCA1",0.745
"FKBP4","ADSL",0.849
"FKBP4","HSPA1A",0.771
"FKBP4","ESR1",0.893
"FKBP4","AR",0.928
"FKBP4","HSPA1B",0.806
"FKBP4","CHUK",0.801
"CYP26B1","CYP2C9",0.938
"CYP26B1","CYP3A7",0.936
"CYP26B1","CYP3A5",0.935
"CYP26B1","CRABP1",0.75
"CYP26B1","CYP2C8",0.94
"CYP26B1","ALDH1A1",0.964
"CYP26B1","CYP26A1",0.919
"CYP26B1","CYP1A2",0.945
"CYP26B1","CYP3A4",0.939
"CYP26B1","CYP1A1",0.943
"CYP26B1","AOX1",0.921
"CYP26B1","CYP2C18",0.937
"CYP26B1","CYP2A6",0.936
"CYP26B1","CYP2B6",0.936
"CYP26B1","CYP4A11",0.926
"CYP26B1","ALDH1A3",0.973
"CYP26B1","ALDH1A2",0.988
"NDUFAF7","NDUFAF3",0.732
"NDUFAF7","NDUFA7",0.74
"NDUFAF7","NDUFS3",0.735
"NDUFAF7","NDUFS2",0.947
"NDUFAF7","NDUFA10",0.721
"NDUFAF7","NDUFS8",0.791
"NDUFAF7","NDUFAF4",0.74
"NDUFAF7","NDUFS7",0.813
"NDUFAF7","NDUFAF1",0.799
"NDUFAF7","TMEM126B",0.82
"NDUFAF7","NUBPL",0.79
"NDUFAF7","NDUFB5",0.708
"NDUFAF7","NDUFA13",0.702
"NDUFAF7","ATP5F1C",0.825
"NDUFAF7","ECSIT",0.76
"NDUFAF7","TMEM186",0.714
"NDUFAF7","NDUFA5",0.705
"HS3ST1","HS2ST1",0.877
"HS3ST1","UST",0.791
"HS3ST1","GLCE",0.736
"HS3ST1","SULT1B1",0.845
"SEMA3F","PLXNA1",0.992
"SEMA3F","NRCAM",0.75
"SEMA3F","NRP1",0.999
"SEMA3F","PLXND1",0.732
"SEMA3F","NRP2",0.999
"SEMA3F","PLXNA3",0.999
"CFTR","PRKACG",0.976
"CFTR","RNF5",0.979
"CFTR","CANX",0.936
"CFTR","PRSS1",0.854
"CFTR","CLCA2",0.829
"CFTR","SCNN1B",0.895
"CFTR","NHERF4",0.882
"CFTR","SLC26A4",0.767
"CFTR","YWHAB",0.944
"CFTR","DERL1",0.917
"CFTR","TJP1",0.964
"CFTR","PRKACA",0.982
"CFTR","CTRC",0.774
"CFTR","SLC26A3",0.888
"CFTR","DNAJB1",0.825
"CFTR","SLC12A2",0.816
"CFTR","PRKAG1",0.922
"CFTR","CLCA4",0.747
"CFTR","DAB2",0.742
"CFTR","GUCY2C",0.825
"CFTR","PRKAB2",0.944
"CFTR","HSPA8",0.986
"CFTR","ABCG2",0.733
"CFTR","GUCA2B",0.769
"CFTR","NHERF2",0.975
"CFTR","AHSA1",0.867
"CFTR","BCAP31",0.808
"CFTR","PRKAB1",0.908
"CFTR","HSP90AA1",0.986
"CFTR","KCNJ1",0.925
"CFTR","GUCA2A",0.805
"CFTR","FLNA",0.957
"CFTR","PRKAG2",0.905
"CFTR","ANO1",0.882
"CFTR","SCNN1A",0.821
"CFTR","PRKAA1",0.953
"CFTR","PRKACB",0.976
"CFTR","HSPA4",0.925
"CFTR","VCP",0.938
"CFTR","RAB11A",0.709
"CFTR","HSP90AB1",0.964
"CFTR","PRKAA2",0.907
"CFTR","SPINK1",0.888
"CFTR","AMFR",0.734
"CFTR","RHOQ",0.721
"CFTR","SLC26A6",0.921
"CFTR","PDZK1",0.969
"CFTR","NEDD4L",0.764
"CFTR","USP10",0.935
"CFTR","GORASP2",0.721
"CFTR","DNAJA1",0.849
"CFTR","EZR",0.898
"CFTR","KRT18",0.702
"CFTR","YWHAZ",0.917
"CFTR","ACTB",0.717
"CFTR","HDAC6",0.848
"CFTR","NHERF1",0.999
"CFTR","CLCA1",0.838
"CFTR","SLC9A3",0.828
"CFTR","STUB1",0.97
"CYP51A1","NSDHL",0.989
"CYP51A1","INSIG1",0.84
"CYP51A1","EBP",0.714
"CYP51A1","DHCR24",0.992
"CYP51A1","CYB5R3",0.782
"CYP51A1","SIGMAR1",0.985
"CYP51A1","MVK",0.782
"CYP51A1","HSD3B1",0.846
"CYP51A1","HMGCS1",0.984
"CYP51A1","POR",0.96
"CYP51A1","FDPS",0.886
"CYP51A1","ERG28",0.995
"CYP51A1","EGR2",0.755
"CYP51A1","SC5D",0.987
"CYP51A1","FDFT1",0.997
"CYP51A1","HSD3B2",0.82
"CYP51A1","SREBF1",0.772
"CYP51A1","PGRMC1",0.867
"CYP51A1","MVD",0.869
"CYP51A1","SREBF2",0.918
"CYP51A1","DHCR7",0.978
"CYP51A1","LBR",0.993
"CYP51A1","LSS",0.999
"CYP51A1","HMGCS2",0.921
"CYP51A1","CYB5A",0.764
"CYP51A1","CH25H",0.976
"CYP51A1","FAXDC2",0.972
"CYP51A1","IDI1",0.942
"CYP51A1","PPIG",0.891
"CYP51A1","SQLE",0.998
"CYP51A1","ACAT2",0.732
"CYP51A1","HMGCR",0.948
"CYP51A1","CYB5B",0.767
"CYP51A1","TM7SF2",0.996
"CYP51A1","MSMO1",0.996
"SLC7A2","ARG2",0.831
"SLC7A2","ARG1",0.841
"HSPB6","HSPB8",0.793
"HSPB6","TSG101",0.709
"HSPB6","DNAJB1",0.776
"HSPB6","HSP90AA1",0.783
"HSPB6","SHQ1",0.766
"HSPB6","HSP90AB1",0.783
"HSPB6","HSPA4",0.842
"HSPB6","SFN",0.916
"HSPB6","BAG3",0.938
"HSPB6","YWHAZ",0.701
"PDK4","ANGPTL4",0.739
"PDK4","DLAT",0.817
"PDK4","PDK2",0.795
"PDK4","PPARGC1A",0.838
"PDK4","CPT1B",0.725
"PDK4","VDAC1",0.829
"PDK4","PPARD",0.702
"PDK4","UCP3",0.734
"PDK4","ITPR1",0.825
"PDK4","PDHA1",0.881
"PDK4","HSPA9",0.904
"PDK4","CYCS",0.718
"PDK4","PDHX",0.785
"PDK4","INS",0.777
"PDK4","PDK3",0.795
"PDK4","SLC2A4",0.753
"PDK4","ITPR3",0.817
"PDK4","PPARA",0.74
"USH1C","MYO15A",0.855
"USH1C","MYO7A",0.999
"USH1C","USH2A",0.99
"USH1C","CDHR2",0.9
"USH1C","SERGEF",0.772
"USH1C","WHRN",0.95
"USH1C","CIB2",0.819
"USH1C","PDZD7",0.915
"USH1C","SLC4A7",0.85
"USH1C","CDHR5",0.909
"USH1C","ABCC8",0.748
"RALA","RALGAPB",0.892
"RALA","FLNB",0.815
"RALA","MAPK9",0.925
"RALA","EXOC5",0.96
"RALA","RHOA",0.93
"RALA","PLD1",0.984
"RALA","RASA1",0.988
"RALA","RALBP1",0.999
"RALA","AKT1",0.729
"RALA","RABIF",0.734
"RALA","SYNJ2BP",0.782
"RALA","ARF6",0.722
"RALA","STAT4",0.755
"RALA","EXOC3",0.871
"RALA","MAPK8",0.926
"RALA","PPP2R1B",0.869
"RALA","CALM3",0.827
"RALA","RAC2",0.932
"RALA","RALB",0.938
"RALA","KRAS",0.759
"RALA","REPS2",0.774
"RALA","RAC3",0.913
"RALA","CALML5",0.816
"RALA","RGL2",0.981
"RALA","CALML3",0.817
"RALA","RAB8A",0.749
"RALA","HRAS",0.831
"RALA","EXOC1",0.929
"RALA","SLC2A4",0.788
"RALA","RALGPS2",0.732
"RALA","LRPAP1",0.881
"RALA","CALML4",0.786
"RALA","PLCD1",0.827
"RALA","CALM1",0.849
"RALA","RAF1",0.849
"RALA","YBX3",0.774
"RALA","FLNC",0.789
"RALA","SRC",0.874
"RALA","EXOC7",0.891
"RALA","RAB11A",0.703
"RALA","RALGDS",0.999
"RALA","EXOC2",0.999
"RALA","PLD2",0.974
"RALA","RGL1",0.989
"RALA","FLNA",0.93
"RALA","ARF3",0.746
"CACNG3","CACNB2",0.779
"CACNG3","GRIA4",0.869
"CACNG3","CACNA2D1",0.978
"CACNG3","CACNA1F",0.927
"CACNG3","GRIN1",0.83
"CACNG3","RYR1",0.733
"CACNG3","CACNA1S",0.916
"CACNG3","CACNG1",0.974
"CACNG3","CACNA1D",0.957
"CACNG3","GRIA3",0.852
"CACNG3","GRIA1",0.867
"CACNG3","CACNA1C",0.91
"CACNG3","CACNB4",0.958
"CACNG3","HTR3A",0.737
"CACNG3","GRIN2C",0.788
"CACNG3","CACNG5",0.814
"CACNG3","CAMK2B",0.766
"CACNG3","HSPA2",0.734
"CACNG3","CACNG4",0.905
"CACNG3","CATSPERB",0.72
"CACNG3","FKBP1A",0.728
"CACNG3","CAMK2A",0.805
"CACNG3","CACNA1A",0.815
"CACNG3","CACNB1",0.912
"CACNG3","CNIH3",0.804
"CACNG3","GRIA2",0.923
"CACNG3","GRIN2D",0.748
"CACNG3","CATSPERG",0.748
"CACNG3","CACNA1H",0.818
"CACNG3","CACNB3",0.938
"CACNG3","GRIN2A",0.794
"CACNG3","GRIN2B",0.8
"CACNG3","CACNG2",0.756
"TMEM132A","HSPA5",0.723
"DVL2","CXXC4",0.915
"DVL2","GNAQ",0.911
"DVL2","FRAT1",0.921
"DVL2","WWP2",0.765
"DVL2","NOTCH3",0.93
"DVL2","VANGL1",0.994
"DVL2","AP2M1",0.721
"DVL2","DVL3",0.99
"DVL2","KLHL12",0.821
"DVL2","FZD3",0.882
"DVL2","DACT1",0.992
"DVL2","TRIM29",0.856
"DVL2","FZD5",0.964
"DVL2","WWOX",0.898
"DVL2","FRAT2",0.904
"DVL2","CSNK2A3",0.906
"DVL2","CTNNB1",0.93
"DVL2","DVL1",0.991
"DVL2","NXN",0.762
"DVL2","NOTCH1",0.931
"DVL2","DAB2",0.786
"DVL2","RHOA",0.717
"DVL2","SMURF2",0.762
"DVL2","WWP1",0.742
"DVL2","WNT1",0.784
"DVL2","WWTR1",0.942
"DVL2","ARRB2",0.981
"DVL2","CSNK2B",0.94
"DVL2","FZD4",0.985
"DVL2","PRICKLE3",0.97
"DVL2","FZD7",0.964
"DVL2","FZD2",0.956
"DVL2","NOTCH2",0.926
"DVL2","CSNK2A2",0.918
"DVL2","CSNK1D",0.875
"DVL2","CELSR1",0.784
"DVL2","LRP6",0.993
"DVL2","FZD8",0.937
"DVL2","AMOT",0.708
"DVL2","SQSTM1",0.779
"DVL2","APC",0.964
"DVL2","FZD1",0.928
"DVL2","BAMBI",0.934
"DVL2","CSNK1A1",0.723
"DVL2","FZD10",0.797
"DVL2","GSK3B",0.976
"DVL2","ITCH",0.762
"DVL2","AXIN1",0.999
"DVL2","WNT5A",0.978
"DVL2","CSNK2A1",0.943
"DVL2","PARD6A",0.958
"DVL2","SENP2",0.906
"DVL2","CSNK1E",0.967
"DVL2","PLK1",0.914
"DVL2","ARRB1",0.929
"DVL2","CUL3",0.732
"DVL2","NOTCH4",0.914
"DVL2","FZD6",0.933
"DVL2","PRICKLE4",0.969
"DVL2","SFRP1",0.706
"DVL2","DAAM1",0.978
"DVL2","INVS",0.942
"DVL2","WNT11",0.88
"DVL2","ADAR",0.75
"DVL2","DAAM2",0.936
"DVL2","FZD9",0.927
"DVL2","APC2",0.908
"DVL2","WNT4",0.747
"DVL2","SMURF1",0.737
"DVL2","LRP5",0.88
"DVL2","WNT5B",0.746
"DVL2","RNF43",0.796
"RPAP3","TTI2",0.762
"RPAP3","TELO2",0.749
"RPAP3","STIP1",0.709
"RPAP3","RUVBL1",0.999
"RPAP3","PIH1D1",0.999
"RPAP3","POLR1D",0.732
"RPAP3","PTGES3",0.876
"RPAP3","MED17",0.774
"RPAP3","GPN1",0.935
"RPAP3","RPAP2",0.963
"RPAP3","ASB7",0.778
"RPAP3","PPP1CC",0.868
"RPAP3","POLR3B",0.823
"RPAP3","URI1",0.977
"RPAP3","HSPA8",0.778
"RPAP3","INTS3",0.811
"RPAP3","POLR2J",0.936
"RPAP3","POLR2F",0.701
"RPAP3","HSP90AA1",0.99
"RPAP3","TTI1",0.766
"RPAP3","CDC37",0.772
"RPAP3","RUVBL2",0.999
"RPAP3","TARBP2",0.904
"RPAP3","HSP90AB1",0.992
"RPAP3","HSPA4",0.75
"RPAP3","PPP1CA",0.85
"RPAP3","POLR3E",0.749
"RPAP3","TSC1",0.706
"RPAP3","DNAAF2",0.782
"RPAP3","GPN3",0.719
"RPAP3","ZNHIT2",0.711
"RPAP3","UXT",0.989
"RPAP3","PFDN2",0.986
"RPAP3","PFDN6",0.996
"RPAP3","RPAP1",0.931
"RPAP3","POLR2E",0.988
"RPAP3","POLR2B",0.817
"RPAP3","POLR2L",0.748
"RPAP3","POLR1C",0.831
"SKAP2","SIRPA",0.768
"SKAP2","LCP2",0.851
"SKAP2","FYB1",0.981
"SKAP2","LCK",0.767
"SKAP2","ITGA5",0.9
"SKAP2","ITGA4",0.901
"SKAP2","ITGB1",0.914
"SKAP2","FYN",0.896
"SKAP2","LYN",0.781
"HOXA11","PAX2",0.763
"HOXA11","HOXA10",0.866
"HOXA11","FOXO1",0.853
"HOXA11","PBX1",0.703
"CX3CL1","CCL13",0.749
"CX3CL1","ADAM17",0.769
"CX3CL1","CCL25",0.768
"CX3CL1","CCL11",0.992
"CX3CL1","CXCL12",0.893
"CX3CL1","CXCL8",0.845
"CX3CL1","IL10",0.815
"CX3CL1","CCR5",0.977
"CX3CL1","CCL19",0.801
"CX3CL1","CCR7",0.915
"CX3CL1","CSF2",0.953
"CX3CL1","IFNG",0.923
"CX3CL1","CCL21",0.931
"CX3CL1","CXCL1",0.939
"CX3CL1","CCL5",0.971
"CX3CL1","CSF3",0.942
"CX3CL1","CD8A",0.704
"CX3CL1","CXCL13",0.86
"CX3CL1","FGF13",0.968
"CX3CL1","GNA11",0.807
"CX3CL1","CCL17",0.856
"CX3CL1","GNAI1",0.8
"CX3CL1","CXCL3",0.795
"CX3CL1","FGF2",0.971
"CX3CL1","TGFA",0.71
"CX3CL1","CCL20",0.92
"CX3CL1","GNB1",0.8
"CX3CL1","ADAM10",0.823
"CX3CL1","FLT3LG",0.889
"CX3CL1","CSF1R",0.711
"CX3CL1","CCL27",0.756
"CX3CL1","CXCR4",0.995
"CX3CL1","CD40LG",0.718
"CX3CL1","CXCL5",0.801
"CX3CL1","IL1B",0.839
"CX3CL1","TNF",0.814
"CX3CL1","CCR10",0.785
"CX3CL1","CXCR1",0.994
"CX3CL1","CX3CR1",0.999
"CX3CL1","IL7",0.702
"CX3CL1","CXCR6",0.939
"CX3CL1","CCR3",0.93
"CX3CL1","CCR2",0.997
"CX3CL1","IL1A",0.829
"CX3CL1","CCL7",0.87
"CX3CL1","CD200",0.834
"CX3CL1","CCR1",0.905
"CX3CL1","IL2",0.743
"CX3CL1","CXCR3",0.99
"CX3CL1","ICAM1",0.725
"CX3CL1","XCR1",0.85
"CX3CL1","PF4",0.713
"CX3CL1","CCL2",0.831
"CX3CL1","ITGAM",0.729
"CX3CL1","CCR8",0.846
"CX3CL1","CXCL6",0.737
"CX3CL1","CCL1",0.866
"CX3CL1","CCL4",0.904
"CX3CL1","CXCR2",0.915
"CX3CL1","CCR9",0.832
"CX3CL1","CXCR5",0.787
"CX3CL1","CXCL11",0.859
"CX3CL1","CCR6",0.885
"CX3CL1","IL4",0.78
"CX3CL1","IL6",0.735
"CX3CL1","CXCL2",0.798
"CX3CL1","CXCL9",0.926
"CX3CL1","EGF",0.961
"CX3CL1","IFNA2",0.825
"CX3CL1","CXCL10",0.948
"CX3CL1","CCL22",0.878
"TRAPPC6A","TRAPPC13",0.933
"TRAPPC6A","TRAPPC2",0.999
"TRAPPC6A","RAB1A",0.921
"TRAPPC6A","TRAPPC4",0.999
"TRAPPC6A","RAB1B",0.817
"TRAPPC6A","TRAPPC8",0.998
"TRAPPC6A","TRAPPC12",0.989
"TRAPPC6A","TRAPPC10",0.992
"TRAPPC6A","TRAPPC11",0.965
"TRAPPC6A","TRAPPC2L",0.997
"TRAPPC6A","TRAPPC9",0.995
"TRAPPC6A","TRAPPC3",0.999
"SPATA20","TYMS",0.825
"SPATA20","HMBS",0.806
"TSR3","TRMT12",0.728
"TSR3","TSR1",0.827
"TSR3","DTWD1",0.709
"TSR3","EMG1",0.741
"TSR3","TSR2",0.905
"OSBPL7","VAPA",0.759
"KRT33A","KRT33B",0.711
"KRT33A","KRT34",0.707
"KRT33A","KRT31",0.776
"CRY1","BTRC",0.871
"CRY1","NPAS2",0.999
"CRY1","RORC",0.871
"CRY1","BHLHE40",0.969
"CRY1","NFIL3",0.945
"CRY1","CRY2",0.999
"CRY1","ABCC2",0.807
"CRY1","CLOCK",0.999
"CRY1","TEF",0.722
"CRY1","NR1D1",0.976
"CRY1","PRKAB2",0.923
"CRY1","TIMELESS",0.997
"CRY1","CSNK1D",0.993
"CRY1","PRKAG1",0.913
"CRY1","BMAL1",0.999
"CRY1","CSNK2B",0.722
"CRY1","SKP1",0.7
"CRY1","PRKAA1",0.923
"CRY1","BMAL2",0.864
"CRY1","NR3C1",0.914
"CRY1","CSNK1E",0.999
"CRY1","CUL1",0.745
"CRY1","RORB",0.922
"CRY1","PRKAG2",0.908
"CRY1","FOXO1",0.778
"CRY1","PER1",0.998
"CRY1","PRKAB1",0.92
"CRY1","PER2",0.999
"CRY1","BHLHE41",0.978
"CRY1","RORA",0.935
"CRY1","PER3",0.999
"CRY1","PRKAA2",0.923
"CRY1","NR1D2",0.967
"CRY1","VIPR2",0.743
"CRY1","DET1",0.743
"PGLYRP1","CTSG",0.762
"PGLYRP1","HSPA4",0.963
"PGLYRP1","NOD1",0.728
"PGLYRP1","BPI",0.713
"PGLYRP1","TREM1",0.92
"PGLYRP1","DEFA4",0.829
"PGLYRP1","NOD2",0.71
"PGLYRP1","MMP8",0.732
"PGLYRP1","LTF",0.781
"PGLYRP1","CAMP",0.844
"CAMK1G","CALML4",0.8
"CAMK1G","NOS3",0.907
"CAMK1G","KCNN2",0.769
"CAMK1G","CREB1",0.754
"CAMK1G","CALM2",0.791
"CAMK1G","CALM3",0.943
"CAMK1G","CALML5",0.837
"CAMK1G","CALML3",0.837
"CD74","RPL30",0.98
"CD74","ROS1",0.776
"CD74","EIF5A2",0.765
"CD74","SEC61A1",0.869
"CD74","HLA-DPB1",0.982
"CD74","RSAD1",0.923
"CD74","POLR2C",0.877
"CD74","RPL4",0.982
"CD74","UTP6",0.781
"CD74","POLR1C",0.877
"CD74","RPS4X",0.869
"CD74","RPLP1",0.94
"CD74","HLA-DQB1",0.997
"CD74","HLA-F",0.845
"CD74","RPS5",0.981
"CD74","HLA-DOA",0.966
"CD74","POLR2B",0.77
"CD74","RPL26L1",0.937
"CD74","MRPL33",0.967
"CD74","NOP56",0.804
"CD74","QARS1",0.706
"CD74","MED1",0.937
"CD74","HEATR1",0.791
"CD74","CXCR4",0.994
"CD74","CD44",0.999
"CD74","MRPL12",0.971
"CD74","RPL8",0.98
"CD74","RPS20",0.981
"CD74","CTSS",0.981
"CD74","HLA-DQB2",0.966
"CD74","MRPL17",0.971
"CD74","RPS2",0.981
"CD74","EIF1B",0.81
"CD74","RPL24",0.975
"CD74","RPL37A",0.972
"CD74","UBA52",0.973
"CD74","RPS6",0.978
"CD74","EIF5",0.84
"CD74","LGMN",0.932
"CD74","TUFM",0.972
"CD74","RPS24",0.981
"CD74","RPL11",0.981
"CD74","RPS27L",0.934
"CD74","MRPS12",0.888
"CD74","ISG15",0.714
"CD74","MRPL11",0.774
"CD74","RPS21",0.979
"CD74","RPL18",0.977
"CD74","HLA-DMA",0.994
"CD74","IMP3",0.938
"CD74","NOC4L",0.812
"CD74","EIF3A",0.746
"CD74","ITGB2",0.721
"CD74","RPL13",0.976
"CD74","MIF",0.999
"CD74","MRPL2",0.836
"CD74","MRPL4",0.835
"CD74","MRPL13",0.847
"CD74","RPL36",0.981
"CD74","HLA-DQA1",0.994
"CD74","MRTO4",0.888
"CD74","HLA-DRB1",0.995
"CD74","RPL23",0.981
"CD74","RPS19",0.985
"CD74","MRPS16",0.97
"CD74","RPP38",0.715
"CD74","RACK1",0.976
"CD74","RPL15",0.977
"CD74","MRPL49",0.769
"CD74","RPL19",0.978
"CD74","RPS16",0.981
"CD74","RPL5",0.982
"CD74","RSL1D1",0.771
"CD74","SIL1",0.774
"CD74","BYSL",0.837
"CD74","RPL10",0.93
"CD74","NGDN",0.79
"CD74","ATP5F1C",0.839
"CD74","MRPL3",0.836
"CD74","HABP4",0.716
"CD74","WDR46",0.775
"CD74","POLR2F",0.85
"CD74","SERBP1",0.832
"CD74","CXCR2",0.994
"CD74","KRR1",0.844
"CD74","RPL12",0.977
"CD74","CTSB",0.954
"CD74","SNU13",0.872
"CD74","RPLP2",0.935
"CD74","POLR3B",0.778
"CD74","RCL1",0.781
"CD74","PPP1R26",0.773
"CD74","RRP7A",0.778
"CD74","CCL5",0.713
"CD74","IFI35",0.94
"CD74","RPS9",0.982
"CD74","HMGN4",0.817
"CD74","ATP5F1A",0.865
"CD74","MRPS35",0.827
"CD74","ARL6IP1",0.853
"CD74","RPL38",0.981
"CD74","EIF1",0.838
"CD74","RPL13A",0.943
"CD74","RPL10L",0.93
"CD74","EPRS1",0.845
"CD74","APP",0.985
"CD74","RPS23",0.979
"CD74","UTP3",0.785
"CD74","RSRC1",0.927
"CD74","MRPL20",0.959
"CD74","RRP9",0.79
"CD74","DAP3",0.793
"CD74","HLA-DMB",0.982
"CD74","FAU",0.997
"CD74","PDCD11",0.967
"CD74","BMS1",0.834
"CD74","RPL22",0.905
"CD74","MRPL40",0.792
"CD74","EIF3K",0.717
"CD74","RPL27",0.979
"CD74","GCN1",0.787
"CD74","POLR1B",0.78
"CD74","TPT1",0.851
"CD74","DNTTIP2",0.781
"CD74","MRPL22",0.836
"CD74","EFL1",0.806
"CD74","EIF1AY",0.942
"CD74","TBL3",0.781
"CD74","MTIF2",0.842
"CD74","UTP20",0.792
"CD74","HLA-DOB",0.975
"CD74","MRPL16",0.776
"CD74","EIF5A",0.766
"CD74","CTSL",0.993
"CD74","RPS13",0.98
"CD74","CUL7",0.879
"CD74","MRPL24",0.836
"CD74","UTP11",0.766
"CD74","HLA-E",0.764
"CD74","MRPS2",0.773
"CD74","RPS3",0.983
"CD74","B2M",0.808
"CD74","RPL3L",0.934
"CD74","HLA-DPA1",0.993
"CD74","RPS4Y1",0.864
"CD74","RIOK2",0.768
"CD74","HLA-B",0.8
"CD74","HLA-C",0.815
"CD74","MRNIP",0.909
"CD74","RPS11",0.981
"CD74","COPG1",0.719
"CD74","HSPBP1",0.774
"CD74","MRPL34",0.772
"CD74","RPL28",0.977
"CD74","DOCK4",0.909
"CD74","EIF2S2",0.8
"CD74","EIF5B",0.908
"CD74","MPHOSPH10",0.829
"CD74","MRPL9",0.968
"CD74","RPL3",0.937
"CD74","CIITA",0.833
"CD74","NOL6",0.792
"CD74","FLT3LG",0.947
"CD74","RPL37",0.975
"CD74","NOL10",0.781
"CD74","ABCE1",0.761
"CD74","RPL35A",0.975
"CD74","MRPL58",0.816
"CD74","MRPL19",0.969
"CD74","HLA-A",0.807
"CD74","FCF1",0.789
"CD74","EIF1AX",0.934
"CD74","NOP14",0.785
"CD74","EMG1",0.788
"CD74","EEF2",0.945
"CD74","TSFM",0.73
"CD74","UTP18",0.796
"CD74","HLA-DRA",0.999
"CD74","EIF3D",0.701
"CD74","AATF",0.834
"CD74","WDR3",0.824
"CD74","IMP4",0.771
"CD74","NAT10",0.794
"CD74","RPL39L",0.931
"CD74","RPL14",0.981
"CD74","EIF2S1",0.868
"CD74","MRPL46",0.821
"CD74","SEC61A2",0.853
"CD74","MRPS14",0.835
"CD74","DDT",0.965
"CD74","RPL36AL",0.838
"CD74","FANCE",0.931
"CD74","MRPS7",0.845
"CD74","MRPS15",0.827
"CD74","HMGN1",0.817
"CPA1","CELA2B",0.817
"CPA1","CPA2",0.938
"CPA1","PPY",0.769
"CPA1","CTRC",0.933
"CPA1","CELA2A",0.896
"CPA1","CLPS",0.838
"CPA1","PNLIP",0.899
"CPA1","PRSS1",0.855
"CPA1","PNLIPRP1",0.777
"CPA1","CEL",0.956
"CPA1","CTRB2",0.939
"CPA1","CPB1",0.969
"CPA1","CPA3",0.922
"CPA1","SPINK1",0.724
"CPA1","CELA3A",0.989
"CPA1","CELA3B",0.973
"CPA1","CTRL",0.946
"SYPL1","VAMP2",0.821
"RANBP9","WDR26",0.996
"RANBP9","DDX4",0.91
"RANBP9","GID4",0.99
"RANBP9","MPHOSPH8",0.943
"RANBP9","NTRK1",0.725
"RANBP9","GID8",0.995
"RANBP9","RMND5B",0.794
"RANBP9","YPEL5",0.949
"RANBP9","DDX5",0.709
"RANBP9","AXL",0.875
"RANBP9","MAEA",0.952
"RANBP9","RANBP10",0.997
"RANBP9","RMND5A",0.997
"RANBP9","ARMC8",0.993
"RANBP9","SOS1",0.817
"RANBP9","MET",0.716
"RANBP9","MKLN1",0.998
"RANBP9","L1CAM",0.962
"CD4","FAS",0.84
"CD4","LCK",0.999
"CD4","IL21R",0.781
"CD4","HLA-DMB",0.941
"CD4","IL5",0.93
"CD4","STAT4",0.832
"CD4","IFNGR1",0.739
"CD4","PDCD1LG2",0.945
"CD4","SKP1",0.95
"CD4","IFNB1",0.845
"CD4","CLEC7A",0.779
"CD4","IL1R1",0.743
"CD4","SIRPA",0.724
"CD4","LCP2",0.891
"CD4","SELE",0.756
"CD4","AKT1",0.839
"CD4","FCGR2B",0.842
"CD4","ENPEP",0.994
"CD4","PTPN11",0.783
"CD4","B3GAT1",0.796
"CD4","CD2",0.996
"CD4","TFRC",0.88
"CD4","TNFSF11",0.726
"CD4","HLA-DOB",0.938
"CD4","MMP9",0.701
"CD4","CXCL12",0.825
"CD4","PRF1",0.94
"CD4","TNFRSF1A",0.797
"CD4","TNFSF4",0.721
"CD4","PIP",0.877
"CD4","HLA-DPA1",0.977
"CD4","CD19",0.936
"CD4","B2M",0.755
"CD4","HLA-E",0.785
"CD4","CCR5",0.999
"CD4","IL10",0.976
"CD4","CXCL8",0.861
"CD4","CD34",0.886
"CD4","CD33",0.869
"CD4","BCL6",0.799
"CD4","IFNG",0.991
